,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
62,Michigan ,23,59,15,39,8,20,4,5,6,21,12,2,2,19,14,58,0.0677966101694915,0.631578947368421,2018,11,20,11,18,6,14,0,1,3,6,5,1,2,6,4,22,0.0,1.0,1,Baylor ,32,71,29,63,3,8,13,21,17,27,19,12,9,9,8,80,0.1830985915492957,2.111111111111111,9,18,9,17,3,5,5,10,6,14,5,3,6,2,3,18,0.3636363636363636,5.0,,31
63,Baylor ,32,71,29,63,3,8,13,21,17,27,19,12,9,9,8,80,0.1830985915492957,2.111111111111111,2018,9,18,9,17,3,5,5,10,6,14,5,3,6,2,3,18,0.3636363636363636,5.0,0,Michigan ,23,59,15,39,8,20,4,5,6,21,12,2,2,19,14,58,0.0677966101694915,0.631578947368421,11,20,11,18,6,14,0,1,3,6,5,1,2,6,4,22,0.0,1.0,,31
64,Minnesota ,27,59,17,41,10,18,25,29,6,20,11,8,1,9,14,89,0.423728813559322,1.2222222222222223,2018,7,15,6,13,5,7,14,17,1,8,4,4,0,2,3,26,1.0769230769230769,4.0,1,Green Bay ,28,71,19,42,9,29,12,16,17,19,21,4,4,12,24,77,0.1690140845070422,1.75,6,16,3,8,3,10,2,4,4,5,5,1,2,4,5,17,0.25,4.0,,32
65,Green Bay ,28,71,19,42,9,29,12,16,17,19,21,4,4,12,24,77,0.1690140845070422,1.75,2018,6,16,3,8,3,10,2,4,4,5,5,1,2,4,5,17,0.25,4.0,0,Minnesota ,27,59,17,41,10,18,25,29,6,20,11,8,1,9,14,89,0.423728813559322,1.2222222222222223,7,15,6,13,5,7,14,17,1,8,4,4,0,2,3,26,1.0769230769230769,4.0,,32
66,Minnesota ,28,66,16,38,12,28,5,8,7,13,20,4,0,9,16,73,0.0757575757575757,2.2222222222222223,2018,7,17,5,12,6,10,1,2,1,5,8,3,0,3,4,20,0.0769230769230769,2.6666666666666665,1,Oregon ,39,64,28,42,11,22,12,17,9,30,27,7,6,11,10,101,0.1875,2.4545454545454546,11,14,11,14,4,8,5,7,2,8,9,3,4,3,2,29,0.3571428571428571,3.0,,33
67,Oregon ,39,64,28,42,11,22,12,17,9,30,27,7,6,11,10,101,0.1875,2.4545454545454546,2018,11,14,11,14,4,8,5,7,2,8,9,3,4,3,2,29,0.3571428571428571,3.0,0,Minnesota ,28,66,16,38,12,28,5,8,7,13,20,4,0,9,16,73,0.0757575757575757,2.2222222222222223,7,17,5,12,6,10,1,2,1,5,8,3,0,3,4,20,0.0769230769230769,2.6666666666666665,,33
68,NC State ,20,52,17,41,3,11,14,20,8,20,7,2,4,8,10,57,0.2692307692307692,0.875,2018,8,13,6,11,2,5,9,10,2,7,4,2,1,4,4,27,0.6923076923076923,4.0,1,Mississippi State ,28,53,25,42,3,11,12,13,5,23,14,4,7,7,16,71,0.2264150943396226,2.0,11,11,11,11,2,3,4,4,4,11,8,1,4,3,4,24,0.4,8.0,,34
69,Mississippi State ,28,53,25,42,3,11,12,13,5,23,14,4,7,7,16,71,0.2264150943396226,2.0,2018,11,11,11,11,2,3,4,4,4,11,8,1,4,3,4,24,0.4,8.0,0,NC State ,20,52,17,41,3,11,14,20,8,20,7,2,4,8,10,57,0.2692307692307692,0.875,8,13,6,11,2,5,9,10,2,7,4,2,1,4,4,27,0.6923076923076923,4.0,,34
70,Nebraska ,19,51,11,26,8,25,16,24,6,18,6,3,5,9,21,62,0.3137254901960784,0.6666666666666666,2018,3,10,2,4,2,8,4,6,1,2,2,1,3,3,4,12,0.6,1.0,1,Arizona State ,23,60,19,41,4,19,23,31,20,27,9,6,3,11,17,73,0.3833333333333333,0.8181818181818182,6,16,6,13,2,6,5,5,5,6,4,2,1,4,4,16,0.5555555555555556,2.0,,35
71,Arizona State ,23,60,19,41,4,19,23,31,20,27,9,6,3,11,17,73,0.3833333333333333,0.8181818181818182,2018,6,16,6,13,2,6,5,5,5,6,4,2,1,4,4,16,0.5555555555555556,2.0,0,Nebraska ,19,51,11,26,8,25,16,24,6,18,6,3,5,9,21,62,0.3137254901960784,0.6666666666666666,3,10,2,4,2,8,4,6,1,2,2,1,3,3,4,12,0.6,1.0,,35
72,Nicholls State ,18,65,12,40,6,25,8,10,6,17,8,6,2,14,26,50,0.123076923076923,0.5714285714285714,2018,6,18,5,10,4,9,3,4,3,6,2,3,1,6,5,16,1.0,1.0,1,Mississippi State ,31,62,22,43,9,19,24,30,13,35,18,5,4,16,12,95,0.3870967741935484,1.125,6,14,6,8,4,7,6,9,4,10,3,2,2,4,2,20,0.75,2.0,,36
73,Mississippi State ,31,62,22,43,9,19,24,30,13,35,18,5,4,16,12,95,0.3870967741935484,1.125,2018,6,14,6,8,4,7,6,9,4,10,3,2,2,4,2,20,0.75,2.0,0,Nicholls State ,18,65,12,40,6,25,8,10,6,17,8,6,2,14,26,50,0.123076923076923,0.5714285714285714,6,18,5,10,4,9,3,4,3,6,2,3,1,6,5,16,1.0,1.0,,36
74,North Carolina A&T ,17,58,10,41,7,17,11,16,7,22,10,10,3,13,17,52,0.1896551724137931,0.7692307692307693,2018,4,15,4,11,1,5,7,8,3,3,3,1,1,4,5,15,1.1666666666666667,3.0,1,South Carolina ,20,52,16,40,4,12,19,22,7,33,7,9,8,17,13,63,0.3653846153846153,0.4117647058823529,6,15,6,15,3,5,7,8,2,14,2,4,5,5,3,19,3.5,1.0,,37
75,South Carolina ,20,52,16,40,4,12,19,22,7,33,7,9,8,17,13,63,0.3653846153846153,0.4117647058823529,2018,6,15,6,15,3,5,7,8,2,14,2,4,5,5,3,19,3.5,1.0,0,North Carolina A&T ,17,58,10,41,7,17,11,16,7,22,10,10,3,13,17,52,0.1896551724137931,0.7692307692307693,4,15,4,11,1,5,7,8,3,3,3,1,1,4,5,15,1.1666666666666667,3.0,,37
76,Northern Colorado ,21,50,15,31,6,19,13,15,4,14,13,8,3,16,20,61,0.26,0.8125,2018,9,16,7,10,2,6,5,6,1,8,4,4,2,4,5,25,0.4166666666666667,3.0,1,Michigan ,28,49,26,45,2,4,17,23,8,22,11,6,2,19,16,75,0.3469387755102041,0.5789473684210527,9,14,9,14,2,2,6,8,5,8,4,2,1,5,3,24,0.4615384615384615,4.0,,38
77,Michigan ,28,49,26,45,2,4,17,23,8,22,11,6,2,19,16,75,0.3469387755102041,0.5789473684210527,2018,9,14,9,14,2,2,6,8,5,8,4,2,1,5,3,24,0.4615384615384615,4.0,0,Northern Colorado ,21,50,15,31,6,19,13,15,4,14,13,8,3,16,20,61,0.26,0.8125,9,16,7,10,2,6,5,6,1,8,4,4,2,4,5,25,0.4166666666666667,3.0,,38
78,Notre Dame ,33,70,27,51,6,19,19,23,13,21,14,7,3,15,11,91,0.2714285714285714,0.9333333333333332,2018,10,21,8,15,3,7,10,11,5,6,5,3,1,5,3,32,0.6666666666666666,5.0,1,Connecticut ,38,77,29,53,9,24,4,6,13,23,20,5,6,17,18,89,0.0519480519480519,1.1764705882352942,11,17,10,16,4,8,1,1,3,7,7,1,3,4,4,24,0.0588235294117647,1.75,,39
79,Connecticut ,38,77,29,53,9,24,4,6,13,23,20,5,6,17,18,89,0.0519480519480519,1.1764705882352942,2018,11,17,10,16,4,8,1,1,3,7,7,1,3,4,4,24,0.0588235294117647,1.75,0,Notre Dame ,33,70,27,51,6,19,19,23,13,21,14,7,3,15,11,91,0.2714285714285714,0.9333333333333332,10,21,8,15,3,7,10,11,5,6,5,3,1,5,3,32,0.6666666666666666,5.0,,39
80,Notre Dame ,22,52,20,43,2,9,15,17,6,25,8,8,1,17,17,61,0.2884615384615384,0.4705882352941176,2018,8,21,8,18,1,4,5,7,3,7,2,3,0,9,4,19,0.5,1.0,1,Mississippi State ,22,59,18,43,4,16,10,17,9,25,9,8,2,13,21,58,0.1694915254237288,0.6923076923076923,8,19,7,19,2,5,4,8,6,11,2,4,2,3,5,21,0.2222222222222222,0.6666666666666666,,40
81,Mississippi State ,22,59,18,43,4,16,10,17,9,25,9,8,2,13,21,58,0.1694915254237288,0.6923076923076923,2018,8,19,7,19,2,5,4,8,6,11,2,4,2,3,5,21,0.2222222222222222,0.6666666666666666,0,Notre Dame ,22,52,20,43,2,9,15,17,6,25,8,8,1,17,17,61,0.2884615384615384,0.4705882352941176,8,21,8,18,1,4,5,7,3,7,2,3,0,9,4,19,0.5,1.0,,40
82,Oklahoma ,25,61,21,42,4,19,25,33,8,24,15,9,2,12,19,79,0.4098360655737705,1.25,2018,7,13,7,9,4,7,11,12,4,6,2,4,1,4,5,21,1.5714285714285714,0.5,1,DePaul ,30,58,18,34,12,24,18,25,4,33,26,6,3,15,23,90,0.3103448275862069,1.7333333333333334,7,14,5,9,4,6,4,6,3,7,6,2,1,4,5,17,0.6666666666666666,6.0,,41
83,DePaul ,30,58,18,34,12,24,18,25,4,33,26,6,3,15,23,90,0.3103448275862069,1.7333333333333334,2018,7,14,5,9,4,6,4,6,3,7,6,2,1,4,5,17,0.6666666666666666,6.0,0,Oklahoma ,25,61,21,42,4,19,25,33,8,24,15,9,2,12,19,79,0.4098360655737705,1.25,7,13,7,9,4,7,11,12,4,6,2,4,1,4,5,21,1.5714285714285714,0.5,,41
84,Oklahoma State ,20,51,15,34,5,17,11,13,3,25,12,2,6,10,17,56,0.2156862745098039,1.2,2018,7,16,6,11,2,5,5,6,1,8,8,1,3,3,4,18,0.3571428571428571,2.6666666666666665,1,Mississippi State ,28,67,25,57,3,10,12,15,10,26,12,4,2,5,13,71,0.1791044776119403,2.4,9,20,8,18,1,5,5,7,8,10,4,2,2,2,3,23,0.4166666666666667,4.0,,42
85,Mississippi State ,28,67,25,57,3,10,12,15,10,26,12,4,2,5,13,71,0.1791044776119403,2.4,2018,9,20,8,18,1,5,5,7,8,10,4,2,2,2,3,23,0.4166666666666667,4.0,0,Oklahoma State ,20,51,15,34,5,17,11,13,3,25,12,2,6,10,17,56,0.2156862745098039,1.2,7,16,6,11,2,5,5,6,1,8,8,1,3,3,4,18,0.3571428571428571,2.6666666666666665,,42
86,Oklahoma State ,29,62,16,39,13,23,13,18,13,28,18,8,1,13,10,84,0.2096774193548387,1.3846153846153846,2018,8,16,8,15,8,9,3,5,7,5,8,5,1,5,3,27,0.3333333333333333,4.0,1,Syracuse ,21,63,9,28,12,35,3,7,11,20,11,4,3,17,16,57,0.0476190476190476,0.6470588235294118,4,11,3,5,3,9,0,0,3,4,2,0,2,5,5,11,0.0,2.0,,43
87,Syracuse ,21,63,9,28,12,35,3,7,11,20,11,4,3,17,16,57,0.0476190476190476,0.6470588235294118,2018,4,11,3,5,3,9,0,0,3,4,2,0,2,5,5,11,0.0,2.0,0,Oklahoma State ,29,62,16,39,13,23,13,18,13,28,18,8,1,13,10,84,0.2096774193548387,1.3846153846153846,8,16,8,15,8,9,3,5,7,5,8,5,1,5,3,27,0.3333333333333333,4.0,,43
88,Oregon ,28,65,24,50,4,15,14,18,6,20,11,8,3,5,18,74,0.2153846153846154,2.2,2018,9,22,8,18,2,5,7,8,3,7,4,3,2,2,4,26,0.5555555555555556,1.0,1,Notre Dame ,31,72,28,62,3,10,19,21,15,30,21,2,2,10,13,84,0.2638888888888889,2.1,9,19,9,17,2,4,6,6,6,9,7,1,1,3,4,20,0.5555555555555556,3.0,,44
89,Notre Dame ,31,72,28,62,3,10,19,21,15,30,21,2,2,10,13,84,0.2638888888888889,2.1,2018,9,19,9,17,2,4,6,6,6,9,7,1,1,3,4,20,0.5555555555555556,3.0,0,Oregon ,28,65,24,50,4,15,14,18,6,20,11,8,3,5,18,74,0.2153846153846154,2.2,9,22,8,18,2,5,7,8,3,7,4,3,2,2,4,26,0.5555555555555556,1.0,,44
90,Oregon State ,24,53,15,33,9,20,15,19,8,29,19,4,3,14,15,72,0.2830188679245283,1.3571428571428572,2018,10,17,10,17,4,8,6,9,4,8,9,3,1,4,4,26,0.6,3.0,1,Baylor ,28,71,25,54,3,17,8,11,14,21,20,7,7,9,15,67,0.1126760563380281,2.2222222222222223,8,19,8,19,3,11,3,4,4,8,7,2,5,3,5,19,0.25,7.0,,45
91,Baylor ,28,71,25,54,3,17,8,11,14,21,20,7,7,9,15,67,0.1126760563380281,2.2222222222222223,2018,8,19,8,19,3,11,3,4,4,8,7,2,5,3,5,19,0.25,7.0,0,Oregon State ,24,53,15,33,9,20,15,19,8,29,19,4,3,14,15,72,0.2830188679245283,1.3571428571428572,10,17,10,17,4,8,6,9,4,8,9,3,1,4,4,26,0.6,3.0,,45
92,Oregon State ,15,43,10,30,5,13,8,12,6,25,10,0,2,16,14,43,0.1860465116279069,0.625,2018,6,11,6,11,3,6,2,4,4,5,4,0,1,7,5,14,0.3333333333333333,3.0,1,Louisville ,30,62,21,37,9,25,7,10,7,21,21,7,3,3,16,76,0.1129032258064516,7.0,7,14,7,11,4,9,3,4,2,5,4,3,3,3,5,18,0.25,1.3333333333333333,,46
93,Louisville ,30,62,21,37,9,25,7,10,7,21,21,7,3,3,16,76,0.1129032258064516,7.0,2018,7,14,7,11,4,9,3,4,2,5,4,3,3,3,5,18,0.25,1.3333333333333333,0,Oregon State ,15,43,10,30,5,13,8,12,6,25,10,0,2,16,14,43,0.1860465116279069,0.625,6,11,6,11,3,6,2,4,4,5,4,0,1,7,5,14,0.3333333333333333,3.0,,46
94,Oregon State ,21,46,16,27,5,19,19,23,6,27,13,5,4,13,12,66,0.4130434782608695,1.0,2018,6,11,5,9,2,8,6,7,4,8,6,1,4,9,4,18,0.5454545454545454,3.0,1,Tennessee ,24,71,19,49,5,22,6,10,16,20,13,8,1,8,19,59,0.0845070422535211,1.625,10,19,10,19,2,8,2,3,5,9,5,4,1,2,4,21,0.1818181818181818,5.0,,47
95,Tennessee ,24,71,19,49,5,22,6,10,16,20,13,8,1,8,19,59,0.0845070422535211,1.625,2018,10,19,10,19,2,8,2,3,5,9,5,4,1,2,4,21,0.1818181818181818,5.0,0,Oregon State ,21,46,16,27,5,19,19,23,6,27,13,5,4,13,12,66,0.4130434782608695,1.0,6,11,5,9,2,8,6,7,4,8,6,1,4,9,4,18,0.5454545454545454,3.0,,47
96,Princeton ,20,53,16,33,4,20,13,16,7,18,15,8,4,12,18,57,0.2452830188679245,1.25,2018,5,12,5,10,0,5,5,6,3,4,5,3,4,5,4,12,1.0,4.0,1,Maryland ,28,60,21,46,7,14,14,18,12,25,16,7,0,16,18,77,0.2333333333333333,1.0,8,15,8,15,3,5,4,6,3,6,6,3,0,3,4,20,0.2666666666666666,2.0,,48
97,Maryland ,28,60,21,46,7,14,14,18,12,25,16,7,0,16,18,77,0.2333333333333333,1.0,2018,8,15,8,15,3,5,4,6,3,6,6,3,0,3,4,20,0.2666666666666666,2.0,0,Princeton ,20,53,16,33,4,20,13,16,7,18,15,8,4,12,18,57,0.2452830188679245,1.25,5,12,5,10,0,5,5,6,3,4,5,3,4,5,4,12,1.0,4.0,,48
98,Quinnipiac ,17,56,13,32,4,24,8,9,5,11,9,7,1,5,14,46,0.1428571428571428,1.8,2018,5,13,3,9,2,8,0,0,1,3,4,2,1,2,4,12,0.0,2.0,1,Connecticut ,26,44,20,32,6,12,13,14,5,27,18,3,6,13,14,71,0.2954545454545454,1.3846153846153846,9,11,9,9,3,5,5,6,1,7,5,2,1,3,3,23,1.0,5.0,,49
99,Connecticut ,26,44,20,32,6,12,13,14,5,27,18,3,6,13,14,71,0.2954545454545454,1.3846153846153846,2018,9,11,9,9,3,5,5,6,1,7,5,2,1,3,3,23,1.0,5.0,0,Quinnipiac ,17,56,13,32,4,24,8,9,5,11,9,7,1,5,14,46,0.1428571428571428,1.8,5,13,3,9,2,8,0,0,1,3,4,2,1,2,4,12,0.0,2.0,,49
100,Quinnipiac ,28,61,18,30,10,31,20,25,11,18,16,8,4,11,22,86,0.3278688524590163,1.4545454545454546,2018,6,15,5,9,4,11,7,8,4,6,9,3,3,4,4,19,0.7777777777777778,3.0,1,Miami ,27,60,25,53,2,7,16,28,16,23,11,7,3,16,25,72,0.2666666666666666,0.6875,8,11,8,11,1,3,5,8,7,9,6,3,1,4,5,21,0.5,0.5,,50
101,Miami ,27,60,25,53,2,7,16,28,16,23,11,7,3,16,25,72,0.2666666666666666,0.6875,2018,8,11,8,11,1,3,5,8,7,9,6,3,1,4,5,21,0.5,0.5,0,Quinnipiac ,28,61,18,30,10,31,20,25,11,18,16,8,4,11,22,86,0.3278688524590163,1.4545454545454546,6,15,5,9,4,11,7,8,4,6,9,3,3,4,4,19,0.7777777777777778,3.0,,50
102,Saint Francis ,18,81,8,24,10,57,6,8,8,20,9,6,3,18,17,52,0.074074074074074,0.5,2018,5,14,4,7,3,12,3,3,1,5,2,2,2,4,4,11,0.25,2.0,1,Connecticut ,59,91,51,72,8,19,14,19,14,51,38,12,4,10,7,140,0.1538461538461538,3.8,11,13,11,13,4,7,3,4,2,9,10,4,2,4,1,25,0.6666666666666666,10.0,,51
103,Connecticut ,59,91,51,72,8,19,14,19,14,51,38,12,4,10,7,140,0.1538461538461538,3.8,2018,11,13,11,13,4,7,3,4,2,9,10,4,2,4,1,25,0.6666666666666666,10.0,0,Saint Francis ,18,81,8,24,10,57,6,8,8,20,9,6,3,18,17,52,0.074074074074074,0.5,5,14,4,7,3,12,3,3,1,5,2,2,2,4,4,11,0.25,2.0,,51
104,Seattle ,20,62,19,43,1,19,4,4,5,19,8,3,0,13,14,45,0.064516129032258,0.6153846153846154,2018,6,17,6,14,0,5,2,2,2,6,4,1,0,4,3,14,0.1176470588235294,1.0,1,Oregon ,37,70,32,53,5,17,9,11,12,29,23,9,4,9,11,88,0.1285714285714285,2.555555555555556,6,12,6,12,3,6,6,6,2,8,11,3,1,2,3,19,0.6,5.5,,52
105,Oregon ,37,70,32,53,5,17,9,11,12,29,23,9,4,9,11,88,0.1285714285714285,2.555555555555556,2018,6,12,6,12,3,6,6,6,2,8,11,3,1,2,3,19,0.6,5.5,0,Seattle ,20,62,19,43,1,19,4,4,5,19,8,3,0,13,14,45,0.064516129032258,0.6153846153846154,6,17,6,14,0,5,2,2,2,6,4,1,0,4,3,14,0.1176470588235294,1.0,,52
106,South Carolina ,28,56,27,49,1,7,8,13,8,16,10,5,1,13,12,65,0.1428571428571428,0.7692307692307693,2018,11,18,11,18,1,4,5,8,4,4,2,2,1,3,2,27,0.2777777777777778,1.0,1,Connecticut ,37,63,25,43,12,20,8,8,7,18,25,7,3,7,12,94,0.1269841269841269,3.571428571428572,11,16,11,16,5,7,3,3,3,4,7,2,1,2,4,23,0.3,7.0,,53
107,Connecticut ,37,63,25,43,12,20,8,8,7,18,25,7,3,7,12,94,0.1269841269841269,3.571428571428572,2018,11,16,11,16,5,7,3,3,3,4,7,2,1,2,4,23,0.3,7.0,0,South Carolina ,28,56,27,49,1,7,8,13,8,16,10,5,1,13,12,65,0.1428571428571428,0.7692307692307693,11,18,11,18,1,4,5,8,4,4,2,2,1,3,2,27,0.2777777777777778,1.0,,53
108,Stanford ,23,53,18,37,5,16,8,11,8,18,11,7,5,19,15,59,0.1509433962264151,0.5789473684210527,2018,4,11,4,9,1,5,6,6,3,4,5,2,1,3,3,15,1.0,1.6666666666666667,1,Louisville ,33,64,27,47,6,17,14,18,12,18,17,9,2,11,12,86,0.21875,1.5454545454545454,8,15,8,14,3,9,7,7,5,6,5,2,1,3,2,24,0.8,2.0,,54
109,Louisville ,33,64,27,47,6,17,14,18,12,18,17,9,2,11,12,86,0.21875,1.5454545454545454,2018,8,15,8,14,3,9,7,7,5,6,5,2,1,3,2,24,0.8,2.0,0,Stanford ,23,53,18,37,5,16,8,11,8,18,11,7,5,19,15,59,0.1509433962264151,0.5789473684210527,4,11,4,9,1,5,6,6,3,4,5,2,1,3,3,15,1.0,1.6666666666666667,,54
110,Texas A&M ,33,71,26,56,7,15,11,20,14,18,17,3,6,10,14,84,0.1549295774647887,1.7,2018,12,25,10,18,3,7,8,13,8,6,7,2,3,4,4,31,0.3333333333333333,3.0,1,Notre Dame ,37,70,27,52,10,18,6,8,9,24,26,5,3,8,15,90,0.0857142857142857,3.25,10,23,7,18,7,11,4,4,3,8,9,3,2,3,4,27,0.1739130434782608,5.0,,55
111,Notre Dame ,37,70,27,52,10,18,6,8,9,24,26,5,3,8,15,90,0.0857142857142857,3.25,2018,10,23,7,18,7,11,4,4,3,8,9,3,2,3,4,27,0.1739130434782608,5.0,0,Texas A&M ,33,71,26,56,7,15,11,20,14,18,17,3,6,10,14,84,0.1549295774647887,1.7,12,25,10,18,3,7,8,13,8,6,7,2,3,4,4,31,0.3333333333333333,3.0,,55
112,UCLA ,25,67,19,48,6,19,17,20,10,16,11,4,3,9,22,73,0.2537313432835821,1.2222222222222223,2018,6,18,5,16,1,5,10,12,3,7,5,3,1,3,5,23,0.5555555555555556,5.0,1,Mississippi State ,29,58,21,45,8,13,23,27,11,26,15,4,6,10,14,89,0.396551724137931,1.5,10,17,9,15,3,4,9,11,8,13,5,2,4,3,4,24,0.7777777777777778,2.5,,56
113,Mississippi State ,29,58,21,45,8,13,23,27,11,26,15,4,6,10,14,89,0.396551724137931,1.5,2018,10,17,9,15,3,4,9,11,8,13,5,2,4,3,4,24,0.7777777777777778,2.5,0,UCLA ,25,67,19,48,6,19,17,20,10,16,11,4,3,9,22,73,0.2537313432835821,1.2222222222222223,6,18,5,16,1,5,10,12,3,7,5,3,1,3,5,23,0.5555555555555556,5.0,,56
114,UCLA ,35,69,32,58,3,11,11,20,11,23,13,12,2,14,14,84,0.1594202898550724,0.9285714285714286,2018,8,18,7,16,1,3,5,9,4,5,8,5,2,7,3,22,0.2777777777777778,2.0,1,Texas ,32,63,25,47,7,16,4,8,5,24,18,9,1,21,17,75,0.0634920634920634,0.8571428571428571,8,14,7,11,4,6,3,4,3,8,5,3,1,5,3,20,0.2727272727272727,1.0,,57
115,Texas ,32,63,25,47,7,16,4,8,5,24,18,9,1,21,17,75,0.0634920634920634,0.8571428571428571,2018,8,14,7,11,4,6,3,4,3,8,5,3,1,5,3,20,0.2727272727272727,1.0,0,UCLA ,35,69,32,58,3,11,11,20,11,23,13,12,2,14,14,84,0.1594202898550724,0.9285714285714286,8,18,7,16,1,3,5,9,4,5,8,5,2,7,3,22,0.2777777777777778,2.0,,57
116,Villanova ,25,54,15,34,10,20,12,21,3,14,8,5,2,7,20,72,0.2222222222222222,1.1428571428571428,2018,7,14,5,11,3,6,3,4,2,4,2,1,1,4,4,19,0.5,1.0,1,Notre Dame ,36,69,33,61,3,8,23,28,19,26,13,5,3,6,14,98,0.3333333333333333,2.1666666666666665,10,19,10,17,2,4,8,8,5,7,4,3,1,1,2,25,0.5,4.0,,58
117,Notre Dame ,36,69,33,61,3,8,23,28,19,26,13,5,3,6,14,98,0.3333333333333333,2.1666666666666665,2018,10,19,10,17,2,4,8,8,5,7,4,3,1,1,2,25,0.5,4.0,0,Villanova ,25,54,15,34,10,20,12,21,3,14,8,5,2,7,20,72,0.2222222222222222,1.1428571428571428,7,14,5,11,3,6,3,4,2,4,2,1,1,4,4,19,0.5,1.0,,58
118,Villanova ,25,61,9,23,16,38,15,25,8,28,18,2,3,9,19,81,0.2459016393442623,2.0,2018,7,17,1,4,6,13,5,11,3,13,8,1,2,3,3,24,0.625,2.6666666666666665,1,South Dakota State ,27,57,24,41,3,16,17,22,4,28,13,6,5,9,21,74,0.2982456140350877,1.4444444444444444,10,18,10,15,3,8,5,6,2,7,3,2,1,3,4,25,0.6666666666666666,1.0,,59
119,South Dakota State ,27,57,24,41,3,16,17,22,4,28,13,6,5,9,21,74,0.2982456140350877,1.4444444444444444,2018,10,18,10,15,3,8,5,6,2,7,3,2,1,3,4,25,0.6666666666666666,1.0,0,Villanova ,25,61,9,23,16,38,15,25,8,28,18,2,3,9,19,81,0.2459016393442623,2.0,7,17,1,4,6,13,5,11,3,13,8,1,2,3,3,24,0.625,2.6666666666666665,,59
120,Virginia ,26,66,19,47,7,19,9,10,8,18,20,8,5,6,12,68,0.1363636363636363,3.333333333333333,2018,4,13,3,10,3,6,6,6,3,4,7,3,2,2,4,13,0.4615384615384615,7.0,1,California ,25,56,18,39,7,17,5,8,6,25,14,4,5,14,20,62,0.0892857142857142,1.0,9,14,7,11,4,10,4,6,3,7,8,1,3,3,4,20,0.4444444444444444,2.6666666666666665,,60
121,California ,25,56,18,39,7,17,5,8,6,25,14,4,5,14,20,62,0.0892857142857142,1.0,2018,9,14,7,11,4,10,4,6,3,7,8,1,3,3,4,20,0.4444444444444444,2.6666666666666665,0,Virginia ,26,66,19,47,7,19,9,10,8,18,20,8,5,6,12,68,0.1363636363636363,3.333333333333333,4,13,3,10,3,6,6,6,3,4,7,3,2,2,4,13,0.4615384615384615,7.0,,60
122,Virginia ,18,57,11,37,7,20,13,18,8,16,10,4,4,10,18,56,0.2280701754385964,1.0,2018,6,15,3,7,4,9,4,4,3,4,4,1,2,2,5,16,0.5714285714285714,2.0,1,South Carolina ,23,54,18,41,5,13,15,23,9,27,16,6,5,10,16,66,0.2777777777777778,1.6,8,17,8,17,2,5,9,11,4,7,6,2,3,4,3,25,0.5294117647058824,2.0,,61
123,South Carolina ,23,54,18,41,5,13,15,23,9,27,16,6,5,10,16,66,0.2777777777777778,1.6,2018,8,17,8,17,2,5,9,11,4,7,6,2,3,4,3,25,0.5294117647058824,2.0,0,Virginia ,18,57,11,37,7,20,13,18,8,16,10,4,4,10,18,56,0.2280701754385964,1.0,6,15,3,7,4,9,4,4,3,4,4,1,2,2,5,16,0.5714285714285714,2.0,,61
124,Western Kentucky ,20,61,12,39,8,22,10,16,7,18,9,7,3,6,18,58,0.1639344262295081,1.5,2018,7,21,6,19,2,6,6,6,3,4,3,4,2,3,4,17,0.6666666666666666,3.0,1,Oregon State ,26,57,16,34,10,23,20,24,13,30,19,2,3,11,14,82,0.3508771929824561,1.7272727272727273,11,15,11,15,5,11,7,7,6,9,8,1,1,2,3,29,0.5714285714285714,1.5,,62
125,Oregon State ,26,57,16,34,10,23,20,24,13,30,19,2,3,11,14,82,0.3508771929824561,1.7272727272727273,2018,11,15,11,15,5,11,7,7,6,9,8,1,1,2,3,29,0.5714285714285714,1.5,0,Western Kentucky ,20,61,12,39,8,22,10,16,7,18,9,7,3,6,18,58,0.1639344262295081,1.5,7,21,6,19,2,6,6,6,3,4,3,4,2,3,4,17,0.6666666666666666,3.0,,62
