,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,TEAM_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,FT/FGA_OPP,AST/TOV_OPP,FG%_OPP,2P%_OPP,3P%_OPP,FT%_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,GAME_ID
49,Tennessee ,22,36,10,28,24,10,4,17,16,0.3666666666666666,1.411764705882353,2018,0.6166666666666667,0.6875,0.3333333333333333,0.6111111111111112,4,6,4,11,6,3,2,6,3,18,0.6666666666666666,5.0,0.7,1.0,0.6,1.0,Liberty ,8,13,8,17,12,6,0,20,27,0.1212121212121212,0.6,0.3484848484848485,0.37777777777777777,0.2857142857142857,0.6153846153846154,2,3,4,3,3,1,0,5,4,13,0.5,3.0,1.0,1.0,1.0,1.0,24
50,Little Rock ,12,14,2,15,8,2,0,16,22,0.2553191489361702,0.5,2018,0.3617021276595745,0.3888888888888889,0.2727272727272727,0.8571428571428571,7,8,0,3,6,2,0,5,4,13,1.4,3.0,0.5,0.5,0.5,1.0,Florida State ,18,29,14,27,12,9,2,11,14,0.3,1.0909090909090908,0.5833333333333334,0.6274509803921569,0.3333333333333333,0.6206896551724138,4,11,3,7,5,3,1,2,3,26,0.5,2.5,0.7333333333333333,0.8,0.5,1.0,25
51,Florida State ,18,29,14,27,12,9,2,11,14,0.3,1.0909090909090908,2018,0.5833333333333334,0.6274509803921569,0.3333333333333333,0.6206896551724138,4,11,3,7,5,3,1,2,3,26,0.5,2.5,0.7333333333333333,0.8,0.5,1.0,Little Rock ,12,14,2,15,8,2,0,16,22,0.2553191489361702,0.5,0.3617021276595745,0.3888888888888889,0.2727272727272727,0.8571428571428571,7,8,0,3,6,2,0,5,4,13,1.4,3.0,0.5,0.5,0.5,1.0,25
52,Louisville ,5,7,13,20,7,7,0,11,22,0.0714285714285714,0.6363636363636364,2018,0.38571428571428573,0.46,0.2,0.7142857142857143,3,3,5,5,3,4,0,4,5,18,0.1764705882352941,3.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,1.0,Mississippi State ,19,25,15,27,9,4,4,15,14,0.3064516129032258,0.6,0.4032258064516129,0.44680851063829785,0.26666666666666666,0.76,7,9,13,12,4,1,3,5,5,25,0.625,1.3333333333333333,0.5833333333333334,0.5833333333333334,0.4,1.0,26
53,Mississippi State ,19,25,15,27,9,4,4,15,14,0.3064516129032258,0.6,2018,0.4032258064516129,0.44680851063829785,0.26666666666666666,0.76,7,9,13,12,4,1,3,5,5,25,0.625,1.3333333333333333,0.5833333333333334,0.5833333333333334,0.4,1.0,Louisville ,5,7,13,20,7,7,0,11,22,0.0714285714285714,0.6363636363636364,0.38571428571428573,0.46,0.2,0.7142857142857143,3,3,5,5,3,4,0,4,5,18,0.1764705882352941,3.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,1.0,26
54,Maine ,11,14,2,7,6,8,2,11,12,0.2,0.5454545454545454,2018,0.36363636363636365,0.4722222222222222,0.15789473684210525,0.7857142857142857,4,4,1,3,3,2,1,3,3,16,0.3333333333333333,3.0,0.6,0.6,0.3333333333333333,1.0,Texas ,9,10,9,33,19,4,2,20,15,0.1636363636363636,0.95,0.6181818181818182,0.5957446808510638,0.75,0.9,3,3,2,7,4,2,1,3,2,17,0.6666666666666666,2.0,0.875,1.0,1.0,1.0,27
55,Texas ,9,10,9,33,19,4,2,20,15,0.1636363636363636,0.95,2018,0.6181818181818182,0.5957446808510638,0.75,0.9,3,3,2,7,4,2,1,3,2,17,0.6666666666666666,2.0,0.875,1.0,1.0,1.0,Maine ,11,14,2,7,6,8,2,11,12,0.2,0.5454545454545454,0.36363636363636365,0.4722222222222222,0.15789473684210525,0.7857142857142857,4,4,1,3,3,2,1,3,3,16,0.3333333333333333,3.0,0.6,0.6,0.3333333333333333,1.0,27
56,Marquette ,10,17,12,14,15,7,1,7,14,0.1470588235294117,2.142857142857143,2018,0.4117647058823529,0.4782608695652174,0.2727272727272727,0.5882352941176471,5,7,6,4,5,2,0,2,4,34,1.3333333333333333,5.0,0.5652173913043478,0.625,0.42857142857142855,0.7142857142857143,Louisville ,6,7,10,32,27,3,6,15,15,0.0952380952380952,1.8,0.6349206349206349,0.72,0.3076923076923077,0.8571428571428571,3,3,3,11,7,1,1,4,4,24,0.25,7.0,0.75,0.8,0.5,1.0,28
57,Louisville ,6,7,10,32,27,3,6,15,15,0.0952380952380952,1.8,2018,0.6349206349206349,0.72,0.3076923076923077,0.8571428571428571,3,3,3,11,7,1,1,4,4,24,0.25,7.0,0.75,0.8,0.5,1.0,Marquette ,10,17,12,14,15,7,1,7,14,0.1470588235294117,2.142857142857143,0.4117647058823529,0.4782608695652174,0.2727272727272727,0.5882352941176471,5,7,6,4,5,2,0,2,4,34,1.3333333333333333,5.0,0.5652173913043478,0.625,0.42857142857142855,0.7142857142857143,28
58,Maryland ,16,23,10,20,7,8,4,13,25,0.2711864406779661,0.5384615384615384,2018,0.3728813559322034,0.4074074074074074,0.0,0.6956521739130435,3,4,3,6,3,2,4,3,5,14,0.375,3.0,0.7777777777777778,0.7777777777777778,0.0,0.75,NC State ,17,27,11,26,12,7,2,14,16,0.3035714285714285,0.8571428571428571,0.44642857142857145,0.42857142857142855,0.5,0.6296296296296297,5,10,4,10,4,3,1,4,5,21,0.625,3.0,0.5,0.5,1.0,1.0,29
59,NC State ,17,27,11,26,12,7,2,14,16,0.3035714285714285,0.8571428571428571,2018,0.44642857142857145,0.42857142857142855,0.5,0.6296296296296297,5,10,4,10,4,3,1,4,5,21,0.625,3.0,0.5,0.5,1.0,1.0,Maryland ,16,23,10,20,7,8,4,13,25,0.2711864406779661,0.5384615384615384,0.3728813559322034,0.4074074074074074,0.0,0.6956521739130435,3,4,3,6,3,2,4,3,5,14,0.375,3.0,0.7777777777777778,0.7777777777777778,0.0,0.75,29
60,Mercer ,17,22,15,18,11,9,3,9,19,0.2575757575757575,1.2222222222222223,2018,0.3181818181818182,0.32075471698113206,0.3076923076923077,0.7727272727272727,7,8,9,3,7,3,1,4,4,23,0.3333333333333333,0.25,0.4444444444444444,0.36363636363636365,0.5714285714285714,1.0,Georgia ,19,23,12,31,18,4,2,16,20,0.3584905660377358,1.125,0.4528301886792453,0.46,0.3333333333333333,0.8260869565217391,7,8,6,14,4,1,2,4,4,23,0.5833333333333334,2.0,0.625,0.6666666666666666,0.0,1.0,30
61,Georgia ,19,23,12,31,18,4,2,16,20,0.3584905660377358,1.125,2018,0.4528301886792453,0.46,0.3333333333333333,0.8260869565217391,7,8,6,14,4,1,2,4,4,23,0.5833333333333334,2.0,0.625,0.6666666666666666,0.0,1.0,Mercer ,17,22,15,18,11,9,3,9,19,0.2575757575757575,1.2222222222222223,0.3181818181818182,0.32075471698113206,0.3076923076923077,0.7727272727272727,7,8,9,3,7,3,1,4,4,23,0.3333333333333333,0.25,0.4444444444444444,0.36363636363636365,0.5714285714285714,1.0,30
62,Michigan ,4,5,6,21,12,2,2,19,14,0.0677966101694915,0.631578947368421,2018,0.3898305084745763,0.38461538461538464,0.4,0.8,0,1,3,6,5,1,2,6,4,22,0.0,1.0,0.6111111111111112,0.6111111111111112,0.5,0.0,Baylor ,13,21,17,27,19,12,9,9,8,0.1830985915492957,2.111111111111111,0.4507042253521127,0.4603174603174603,0.375,0.6190476190476191,5,10,6,14,5,3,6,2,3,18,0.3636363636363636,5.0,0.5833333333333334,0.5833333333333334,0.6,1.0,31
63,Baylor ,13,21,17,27,19,12,9,9,8,0.1830985915492957,2.111111111111111,2018,0.4507042253521127,0.4603174603174603,0.375,0.6190476190476191,5,10,6,14,5,3,6,2,3,18,0.3636363636363636,5.0,0.5833333333333334,0.5833333333333334,0.6,1.0,Michigan ,4,5,6,21,12,2,2,19,14,0.0677966101694915,0.631578947368421,0.3898305084745763,0.38461538461538464,0.4,0.8,0,1,3,6,5,1,2,6,4,22,0.0,1.0,0.6111111111111112,0.6111111111111112,0.5,0.0,31
64,Minnesota ,25,29,6,20,11,8,1,9,14,0.423728813559322,1.2222222222222223,2018,0.4576271186440678,0.4146341463414634,0.5555555555555556,0.8620689655172413,14,17,1,8,4,4,0,2,3,26,1.0769230769230769,4.0,0.7,0.6666666666666666,0.7142857142857143,1.0,Green Bay ,12,16,17,19,21,4,4,12,24,0.1690140845070422,1.75,0.39436619718309857,0.4523809523809524,0.3103448275862069,0.75,2,4,4,5,5,1,2,4,5,17,0.25,4.0,0.42857142857142855,0.5,0.375,1.0,32
65,Green Bay ,12,16,17,19,21,4,4,12,24,0.1690140845070422,1.75,2018,0.39436619718309857,0.4523809523809524,0.3103448275862069,0.75,2,4,4,5,5,1,2,4,5,17,0.25,4.0,0.42857142857142855,0.5,0.375,1.0,Minnesota ,25,29,6,20,11,8,1,9,14,0.423728813559322,1.2222222222222223,0.4576271186440678,0.4146341463414634,0.5555555555555556,0.8620689655172413,14,17,1,8,4,4,0,2,3,26,1.0769230769230769,4.0,0.7,0.6666666666666666,0.7142857142857143,1.0,32
66,Minnesota ,5,8,7,13,20,4,0,9,16,0.0757575757575757,2.2222222222222223,2018,0.42424242424242425,0.42105263157894735,0.42857142857142855,0.625,1,2,1,5,8,3,0,3,4,20,0.0769230769230769,2.6666666666666665,0.4666666666666667,0.5,1.0,0.5,Oregon ,12,17,9,30,27,7,6,11,10,0.1875,2.4545454545454546,0.609375,0.6666666666666666,0.5,0.7058823529411765,5,7,2,8,9,3,4,3,2,29,0.3571428571428571,3.0,0.7857142857142857,1.0,0.6666666666666666,1.0,33
67,Oregon ,12,17,9,30,27,7,6,11,10,0.1875,2.4545454545454546,2018,0.609375,0.6666666666666666,0.5,0.7058823529411765,5,7,2,8,9,3,4,3,2,29,0.3571428571428571,3.0,0.7857142857142857,1.0,0.6666666666666666,1.0,Minnesota ,5,8,7,13,20,4,0,9,16,0.0757575757575757,2.2222222222222223,0.42424242424242425,0.42105263157894735,0.42857142857142855,0.625,1,2,1,5,8,3,0,3,4,20,0.0769230769230769,2.6666666666666665,0.4666666666666667,0.5,1.0,0.5,33
68,NC State ,14,20,8,20,7,2,4,8,10,0.2692307692307692,0.875,2018,0.38461538461538464,0.4146341463414634,0.2727272727272727,0.7,9,10,2,7,4,2,1,4,4,27,0.6923076923076923,4.0,0.6666666666666666,0.75,1.0,0.9,Mississippi State ,12,13,5,23,14,4,7,7,16,0.2264150943396226,2.0,0.5283018867924528,0.5952380952380952,0.2727272727272727,0.9230769230769231,4,4,4,11,8,1,4,3,4,24,0.4,8.0,1.0,1.0,1.0,1.0,34
69,Mississippi State ,12,13,5,23,14,4,7,7,16,0.2264150943396226,2.0,2018,0.5283018867924528,0.5952380952380952,0.2727272727272727,0.9230769230769231,4,4,4,11,8,1,4,3,4,24,0.4,8.0,1.0,1.0,1.0,1.0,NC State ,14,20,8,20,7,2,4,8,10,0.2692307692307692,0.875,0.38461538461538464,0.4146341463414634,0.2727272727272727,0.7,9,10,2,7,4,2,1,4,4,27,0.6923076923076923,4.0,0.6666666666666666,0.75,1.0,0.9,34
70,Nebraska ,16,24,6,18,6,3,5,9,21,0.3137254901960784,0.6666666666666666,2018,0.37254901960784315,0.4230769230769231,0.32,0.6666666666666666,4,6,1,2,2,1,3,3,4,12,0.6,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,Arizona State ,23,31,20,27,9,6,3,11,17,0.3833333333333333,0.8181818181818182,0.38333333333333336,0.4634146341463415,0.21052631578947367,0.7419354838709677,5,5,5,6,4,2,1,4,4,16,0.5555555555555556,2.0,0.625,0.75,0.5,1.0,35
71,Arizona State ,23,31,20,27,9,6,3,11,17,0.3833333333333333,0.8181818181818182,2018,0.38333333333333336,0.4634146341463415,0.21052631578947367,0.7419354838709677,5,5,5,6,4,2,1,4,4,16,0.5555555555555556,2.0,0.625,0.75,0.5,1.0,Nebraska ,16,24,6,18,6,3,5,9,21,0.3137254901960784,0.6666666666666666,0.37254901960784315,0.4230769230769231,0.32,0.6666666666666666,4,6,1,2,2,1,3,3,4,12,0.6,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,35
72,Nicholls State ,8,10,6,17,8,6,2,14,26,0.123076923076923,0.5714285714285714,2018,0.27692307692307694,0.3,0.24,0.8,3,4,3,6,2,3,1,6,5,16,1.0,1.0,0.5,0.5,0.4444444444444444,1.0,Mississippi State ,24,30,13,35,18,5,4,16,12,0.3870967741935484,1.125,0.5,0.5116279069767442,0.47368421052631576,0.8,6,9,4,10,3,2,2,4,2,20,0.75,2.0,0.75,1.0,0.6666666666666666,1.0,36
73,Mississippi State ,24,30,13,35,18,5,4,16,12,0.3870967741935484,1.125,2018,0.5,0.5116279069767442,0.47368421052631576,0.8,6,9,4,10,3,2,2,4,2,20,0.75,2.0,0.75,1.0,0.6666666666666666,1.0,Nicholls State ,8,10,6,17,8,6,2,14,26,0.123076923076923,0.5714285714285714,0.27692307692307694,0.3,0.24,0.8,3,4,3,6,2,3,1,6,5,16,1.0,1.0,0.5,0.5,0.4444444444444444,1.0,36
74,North Carolina A&T ,11,16,7,22,10,10,3,13,17,0.1896551724137931,0.7692307692307693,2018,0.29310344827586204,0.24390243902439024,0.4117647058823529,0.6875,7,8,3,3,3,1,1,4,5,15,1.1666666666666667,3.0,0.6666666666666666,1.0,0.25,0.875,South Carolina ,19,22,7,33,7,9,8,17,13,0.3653846153846153,0.4117647058823529,0.38461538461538464,0.4,0.3333333333333333,0.8636363636363636,7,8,2,14,2,4,5,5,3,19,3.5,1.0,0.5,0.5714285714285714,0.6,1.0,37
75,South Carolina ,19,22,7,33,7,9,8,17,13,0.3653846153846153,0.4117647058823529,2018,0.38461538461538464,0.4,0.3333333333333333,0.8636363636363636,7,8,2,14,2,4,5,5,3,19,3.5,1.0,0.5,0.5714285714285714,0.6,1.0,North Carolina A&T ,11,16,7,22,10,10,3,13,17,0.1896551724137931,0.7692307692307693,0.29310344827586204,0.24390243902439024,0.4117647058823529,0.6875,7,8,3,3,3,1,1,4,5,15,1.1666666666666667,3.0,0.6666666666666666,1.0,0.25,0.875,37
76,Northern Colorado ,13,15,4,14,13,8,3,16,20,0.26,0.8125,2018,0.42,0.4838709677419355,0.3157894736842105,0.8666666666666667,5,6,1,8,4,4,2,4,5,25,0.4166666666666667,3.0,0.5625,1.0,0.3333333333333333,1.0,Michigan ,17,23,8,22,11,6,2,19,16,0.3469387755102041,0.5789473684210527,0.5714285714285714,0.5777777777777777,0.5,0.7391304347826086,6,8,5,8,4,2,1,5,3,24,0.4615384615384615,4.0,0.75,0.75,1.0,1.0,38
77,Michigan ,17,23,8,22,11,6,2,19,16,0.3469387755102041,0.5789473684210527,2018,0.5714285714285714,0.5777777777777777,0.5,0.7391304347826086,6,8,5,8,4,2,1,5,3,24,0.4615384615384615,4.0,0.75,0.75,1.0,1.0,Northern Colorado ,13,15,4,14,13,8,3,16,20,0.26,0.8125,0.42,0.4838709677419355,0.3157894736842105,0.8666666666666667,5,6,1,8,4,4,2,4,5,25,0.4166666666666667,3.0,0.5625,1.0,0.3333333333333333,1.0,38
78,Notre Dame ,19,23,13,21,14,7,3,15,11,0.2714285714285714,0.9333333333333332,2018,0.4714285714285714,0.5294117647058824,0.3157894736842105,0.8260869565217391,10,11,5,6,5,3,1,5,3,32,0.6666666666666666,5.0,0.6666666666666666,0.7272727272727273,0.5,1.0,Connecticut ,4,6,13,23,20,5,6,17,18,0.0519480519480519,1.1764705882352942,0.4935064935064935,0.5471698113207547,0.375,0.6666666666666666,1,1,3,7,7,1,3,4,4,24,0.0588235294117647,1.75,0.6470588235294118,0.625,1.0,1.0,39
79,Connecticut ,4,6,13,23,20,5,6,17,18,0.0519480519480519,1.1764705882352942,2018,0.4935064935064935,0.5471698113207547,0.375,0.6666666666666666,1,1,3,7,7,1,3,4,4,24,0.0588235294117647,1.75,0.6470588235294118,0.625,1.0,1.0,Notre Dame ,19,23,13,21,14,7,3,15,11,0.2714285714285714,0.9333333333333332,0.4714285714285714,0.5294117647058824,0.3157894736842105,0.8260869565217391,10,11,5,6,5,3,1,5,3,32,0.6666666666666666,5.0,0.6666666666666666,0.7272727272727273,0.5,1.0,39
80,Notre Dame ,15,17,6,25,8,8,1,17,17,0.2884615384615384,0.4705882352941176,2018,0.4230769230769231,0.46511627906976744,0.2222222222222222,0.8823529411764706,5,7,3,7,2,3,0,9,4,19,0.5,1.0,0.8,0.8888888888888888,0.3333333333333333,1.0,Mississippi State ,10,17,9,25,9,8,2,13,21,0.1694915254237288,0.6923076923076923,0.3728813559322034,0.4186046511627907,0.25,0.5882352941176471,4,8,6,11,2,4,2,3,5,21,0.2222222222222222,0.6666666666666666,0.75,1.0,0.4,0.8,40
81,Mississippi State ,10,17,9,25,9,8,2,13,21,0.1694915254237288,0.6923076923076923,2018,0.3728813559322034,0.4186046511627907,0.25,0.5882352941176471,4,8,6,11,2,4,2,3,5,21,0.2222222222222222,0.6666666666666666,0.75,1.0,0.4,0.8,Notre Dame ,15,17,6,25,8,8,1,17,17,0.2884615384615384,0.4705882352941176,0.4230769230769231,0.46511627906976744,0.2222222222222222,0.8823529411764706,5,7,3,7,2,3,0,9,4,19,0.5,1.0,0.8,0.8888888888888888,0.3333333333333333,1.0,40
82,Oklahoma ,25,33,8,24,15,9,2,12,19,0.4098360655737705,1.25,2018,0.4098360655737705,0.5,0.21052631578947367,0.7575757575757576,11,12,4,6,2,4,1,4,5,21,1.5714285714285714,0.5,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.9166666666666666,DePaul ,18,25,4,33,26,6,3,15,23,0.3103448275862069,1.7333333333333334,0.5172413793103449,0.5294117647058824,0.5,0.72,4,6,3,7,6,2,1,4,5,17,0.6666666666666666,6.0,0.8333333333333334,1.0,1.0,0.8,41
83,DePaul ,18,25,4,33,26,6,3,15,23,0.3103448275862069,1.7333333333333334,2018,0.5172413793103449,0.5294117647058824,0.5,0.72,4,6,3,7,6,2,1,4,5,17,0.6666666666666666,6.0,0.8333333333333334,1.0,1.0,0.8,Oklahoma ,25,33,8,24,15,9,2,12,19,0.4098360655737705,1.25,0.4098360655737705,0.5,0.21052631578947367,0.7575757575757576,11,12,4,6,2,4,1,4,5,21,1.5714285714285714,0.5,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.9166666666666666,41
84,Oklahoma State ,11,13,3,25,12,2,6,10,17,0.2156862745098039,1.2,2018,0.39215686274509803,0.4411764705882353,0.29411764705882354,0.8461538461538461,5,6,1,8,8,1,3,3,4,18,0.3571428571428571,2.6666666666666665,0.5714285714285714,0.6666666666666666,0.5,1.0,Mississippi State ,12,15,10,26,12,4,2,5,13,0.1791044776119403,2.4,0.417910447761194,0.43859649122807015,0.3,0.8,5,7,8,10,4,2,2,2,3,23,0.4166666666666667,4.0,0.6666666666666666,0.6666666666666666,0.5,1.0,42
85,Mississippi State ,12,15,10,26,12,4,2,5,13,0.1791044776119403,2.4,2018,0.417910447761194,0.43859649122807015,0.3,0.8,5,7,8,10,4,2,2,2,3,23,0.4166666666666667,4.0,0.6666666666666666,0.6666666666666666,0.5,1.0,Oklahoma State ,11,13,3,25,12,2,6,10,17,0.2156862745098039,1.2,0.39215686274509803,0.4411764705882353,0.29411764705882354,0.8461538461538461,5,6,1,8,8,1,3,3,4,18,0.3571428571428571,2.6666666666666665,0.5714285714285714,0.6666666666666666,0.5,1.0,42
86,Oklahoma State ,13,18,13,28,18,8,1,13,10,0.2096774193548387,1.3846153846153846,2018,0.46774193548387094,0.41025641025641024,0.5652173913043478,0.7222222222222222,3,5,7,5,8,5,1,5,3,27,0.3333333333333333,4.0,0.8888888888888888,0.5333333333333333,0.8888888888888888,1.0,Syracuse ,3,7,11,20,11,4,3,17,16,0.0476190476190476,0.6470588235294118,0.3333333333333333,0.32142857142857145,0.34285714285714286,0.42857142857142855,0,0,3,4,2,0,2,5,5,11,0.0,2.0,0.6,0.6,0.3333333333333333,0.0,43
87,Syracuse ,3,7,11,20,11,4,3,17,16,0.0476190476190476,0.6470588235294118,2018,0.3333333333333333,0.32142857142857145,0.34285714285714286,0.42857142857142855,0,0,3,4,2,0,2,5,5,11,0.0,2.0,0.6,0.6,0.3333333333333333,0.0,Oklahoma State ,13,18,13,28,18,8,1,13,10,0.2096774193548387,1.3846153846153846,0.46774193548387094,0.41025641025641024,0.5652173913043478,0.7222222222222222,3,5,7,5,8,5,1,5,3,27,0.3333333333333333,4.0,0.8888888888888888,0.5333333333333333,0.8888888888888888,1.0,43
88,Oregon ,14,18,6,20,11,8,3,5,18,0.2153846153846154,2.2,2018,0.4307692307692308,0.48,0.26666666666666666,0.7777777777777778,7,8,3,7,4,3,2,2,4,26,0.5555555555555556,1.0,0.6666666666666666,0.6666666666666666,0.4,0.875,Notre Dame ,19,21,15,30,21,2,2,10,13,0.2638888888888889,2.1,0.4305555555555556,0.45161290322580644,0.3,0.9047619047619048,6,6,6,9,7,1,1,3,4,20,0.5555555555555556,3.0,0.75,0.75,0.5,1.0,44
89,Notre Dame ,19,21,15,30,21,2,2,10,13,0.2638888888888889,2.1,2018,0.4305555555555556,0.45161290322580644,0.3,0.9047619047619048,6,6,6,9,7,1,1,3,4,20,0.5555555555555556,3.0,0.75,0.75,0.5,1.0,Oregon ,14,18,6,20,11,8,3,5,18,0.2153846153846154,2.2,0.4307692307692308,0.48,0.26666666666666666,0.7777777777777778,7,8,3,7,4,3,2,2,4,26,0.5555555555555556,1.0,0.6666666666666666,0.6666666666666666,0.4,0.875,44
90,Oregon State ,15,19,8,29,19,4,3,14,15,0.2830188679245283,1.3571428571428572,2018,0.4528301886792453,0.45454545454545453,0.45,0.7894736842105263,6,9,4,8,9,3,1,4,4,26,0.6,3.0,0.5882352941176471,0.5882352941176471,0.6,1.0,Baylor ,8,11,14,21,20,7,7,9,15,0.1126760563380281,2.2222222222222223,0.39436619718309857,0.46296296296296297,0.17647058823529413,0.7272727272727273,3,4,4,8,7,2,5,3,5,19,0.25,7.0,0.6,0.6,0.2727272727272727,1.0,45
91,Baylor ,8,11,14,21,20,7,7,9,15,0.1126760563380281,2.2222222222222223,2018,0.39436619718309857,0.46296296296296297,0.17647058823529413,0.7272727272727273,3,4,4,8,7,2,5,3,5,19,0.25,7.0,0.6,0.6,0.2727272727272727,1.0,Oregon State ,15,19,8,29,19,4,3,14,15,0.2830188679245283,1.3571428571428572,0.4528301886792453,0.45454545454545453,0.45,0.7894736842105263,6,9,4,8,9,3,1,4,4,26,0.6,3.0,0.5882352941176471,0.5882352941176471,0.6,1.0,45
92,Oregon State ,8,12,6,25,10,0,2,16,14,0.1860465116279069,0.625,2018,0.3488372093023256,0.3333333333333333,0.38461538461538464,0.6666666666666666,2,4,4,5,4,0,1,7,5,14,0.3333333333333333,3.0,0.5454545454545454,0.5454545454545454,0.5,1.0,Louisville ,7,10,7,21,21,7,3,3,16,0.1129032258064516,7.0,0.4838709677419355,0.5675675675675675,0.36,0.7,3,4,2,5,4,3,3,3,5,18,0.25,1.3333333333333333,0.5833333333333334,0.6666666666666666,0.5,0.75,46
93,Louisville ,7,10,7,21,21,7,3,3,16,0.1129032258064516,7.0,2018,0.4838709677419355,0.5675675675675675,0.36,0.7,3,4,2,5,4,3,3,3,5,18,0.25,1.3333333333333333,0.5833333333333334,0.6666666666666666,0.5,0.75,Oregon State ,8,12,6,25,10,0,2,16,14,0.1860465116279069,0.625,0.3488372093023256,0.3333333333333333,0.38461538461538464,0.6666666666666666,2,4,4,5,4,0,1,7,5,14,0.3333333333333333,3.0,0.5454545454545454,0.5454545454545454,0.5,1.0,46
94,Oregon State ,19,23,6,27,13,5,4,13,12,0.4130434782608695,1.0,2018,0.45652173913043476,0.5925925925925926,0.2631578947368421,0.8260869565217391,6,7,4,8,6,1,4,9,4,18,0.5454545454545454,3.0,0.6666666666666666,0.75,0.6666666666666666,1.0,Tennessee ,6,10,16,20,13,8,1,8,19,0.0845070422535211,1.625,0.3380281690140845,0.3877551020408163,0.22727272727272727,0.6,2,3,5,9,5,4,1,2,4,21,0.1818181818181818,5.0,0.5263157894736842,0.5263157894736842,0.3333333333333333,1.0,47
95,Tennessee ,6,10,16,20,13,8,1,8,19,0.0845070422535211,1.625,2018,0.3380281690140845,0.3877551020408163,0.22727272727272727,0.6,2,3,5,9,5,4,1,2,4,21,0.1818181818181818,5.0,0.5263157894736842,0.5263157894736842,0.3333333333333333,1.0,Oregon State ,19,23,6,27,13,5,4,13,12,0.4130434782608695,1.0,0.45652173913043476,0.5925925925925926,0.2631578947368421,0.8260869565217391,6,7,4,8,6,1,4,9,4,18,0.5454545454545454,3.0,0.6666666666666666,0.75,0.6666666666666666,1.0,47
96,Princeton ,13,16,7,18,15,8,4,12,18,0.2452830188679245,1.25,2018,0.37735849056603776,0.48484848484848486,0.2,0.8125,5,6,3,4,5,3,4,5,4,12,1.0,4.0,0.4166666666666667,1.0,0.0,1.0,Maryland ,14,18,12,25,16,7,0,16,18,0.2333333333333333,1.0,0.4666666666666667,0.45652173913043476,0.5,0.7777777777777778,4,6,3,6,6,3,0,3,4,20,0.2666666666666666,2.0,0.6,1.0,0.6,0.6666666666666666,48
97,Maryland ,14,18,12,25,16,7,0,16,18,0.2333333333333333,1.0,2018,0.4666666666666667,0.45652173913043476,0.5,0.7777777777777778,4,6,3,6,6,3,0,3,4,20,0.2666666666666666,2.0,0.6,1.0,0.6,0.6666666666666666,Princeton ,13,16,7,18,15,8,4,12,18,0.2452830188679245,1.25,0.37735849056603776,0.48484848484848486,0.2,0.8125,5,6,3,4,5,3,4,5,4,12,1.0,4.0,0.4166666666666667,1.0,0.0,1.0,48
98,Quinnipiac ,8,9,5,11,9,7,1,5,14,0.1428571428571428,1.8,2018,0.30357142857142855,0.40625,0.16666666666666666,0.8888888888888888,0,0,1,3,4,2,1,2,4,12,0.0,2.0,0.38461538461538464,0.6,0.3333333333333333,0.0,Connecticut ,13,14,5,27,18,3,6,13,14,0.2954545454545454,1.3846153846153846,0.5909090909090909,0.625,0.5,0.9285714285714286,5,6,1,7,5,2,1,3,3,23,1.0,5.0,1.0,1.0,0.6666666666666666,1.0,49
99,Connecticut ,13,14,5,27,18,3,6,13,14,0.2954545454545454,1.3846153846153846,2018,0.5909090909090909,0.625,0.5,0.9285714285714286,5,6,1,7,5,2,1,3,3,23,1.0,5.0,1.0,1.0,0.6666666666666666,1.0,Quinnipiac ,8,9,5,11,9,7,1,5,14,0.1428571428571428,1.8,0.30357142857142855,0.40625,0.16666666666666666,0.8888888888888888,0,0,1,3,4,2,1,2,4,12,0.0,2.0,0.38461538461538464,0.6,0.3333333333333333,0.0,49
