,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,TEAM_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,FT/FGA_OPP,AST/TOV_OPP,FG%_OPP,2P%_OPP,3P%_OPP,FT%_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,GAME_ID
202,Northwestern ,7,13,9,20,14,10,6,10,18,0.1147540983606557,1.4,2021,0.32786885245901637,0.30434782608695654,0.4,0.5384615384615384,3,5,3,4,5,3,2,3,4,17,0.25,5.0,0.35294117647058826,0.375,0.4,1.0,Louisville ,18,22,11,31,10,4,4,16,14,0.3396226415094339,0.625,0.3584905660377358,0.38235294117647056,0.3157894736842105,0.8181818181818182,7,9,5,10,2,2,1,4,4,16,0.7777777777777778,2.0,1.0,1.0,1.0,1.0,101
203,Louisville ,18,22,11,31,10,4,4,16,14,0.3396226415094339,0.625,2021,0.3584905660377358,0.38235294117647056,0.3157894736842105,0.8181818181818182,7,9,5,10,2,2,1,4,4,16,0.7777777777777778,2.0,1.0,1.0,1.0,1.0,Northwestern ,7,13,9,20,14,10,6,10,18,0.1147540983606557,1.4,0.32786885245901637,0.30434782608695654,0.4,0.5384615384615384,3,5,3,4,5,3,2,3,4,17,0.25,5.0,0.35294117647058826,0.375,0.4,1.0,101
204,Oklahoma State ,10,15,6,25,14,10,2,15,14,0.1785714285714285,0.9333333333333332,2021,0.4107142857142857,0.4473684210526316,0.3333333333333333,0.6666666666666666,5,6,2,8,4,3,1,4,4,14,0.4166666666666667,1.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,Stanford ,6,12,8,21,16,7,6,16,11,0.1034482758620689,1.0,0.46551724137931033,0.42424242424242425,0.52,0.5,3,6,4,5,4,2,5,3,3,17,0.5,1.5,0.8,0.6,1.0,1.0,102
205,Stanford ,6,12,8,21,16,7,6,16,11,0.1034482758620689,1.0,2021,0.46551724137931033,0.42424242424242425,0.52,0.5,3,6,4,5,4,2,5,3,3,17,0.5,1.5,0.8,0.6,1.0,1.0,Oklahoma State ,10,15,6,25,14,10,2,15,14,0.1785714285714285,0.9333333333333332,0.4107142857142857,0.4473684210526316,0.3333333333333333,0.6666666666666666,5,6,2,8,4,3,1,4,4,14,0.4166666666666667,1.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,102
206,Oregon ,8,12,6,23,15,10,5,16,10,0.1666666666666666,0.9375,2021,0.4583333333333333,0.4722222222222222,0.4166666666666667,0.6666666666666666,4,5,3,6,6,3,4,5,3,22,0.5,1.3333333333333333,0.6428571428571429,0.75,1.0,0.8,Georgia ,7,10,12,19,13,9,4,14,14,0.1166666666666666,0.9285714285714286,0.35,0.425531914893617,0.07692307692307693,0.7,4,4,4,6,4,4,1,3,4,18,0.4,3.0,0.6666666666666666,0.6666666666666666,0.0,1.0,103
207,Georgia ,7,10,12,19,13,9,4,14,14,0.1166666666666666,0.9285714285714286,2021,0.35,0.425531914893617,0.07692307692307693,0.7,4,4,4,6,4,4,1,3,4,18,0.4,3.0,0.6666666666666666,0.6666666666666666,0.0,1.0,Oregon ,8,12,6,23,15,10,5,16,10,0.1666666666666666,0.9375,0.4583333333333333,0.4722222222222222,0.4166666666666667,0.6666666666666666,4,5,3,6,6,3,4,5,3,22,0.5,1.3333333333333333,0.6428571428571429,0.75,1.0,0.8,103
208,Oregon ,4,5,14,23,7,5,6,14,10,0.0714285714285714,0.5,2021,0.32142857142857145,0.42105263157894735,0.1111111111111111,0.8,2,3,4,7,3,2,3,3,2,14,0.25,1.0,0.75,0.75,0.25,1.0,Louisville ,4,6,11,23,10,6,3,7,7,0.0634920634920634,1.4285714285714286,0.4126984126984127,0.4489795918367347,0.2857142857142857,0.6666666666666666,4,6,2,5,2,2,0,2,1,29,0.1904761904761904,2.0,0.5238095238095238,0.6666666666666666,0.5,0.6666666666666666,104
209,Louisville ,4,6,11,23,10,6,3,7,7,0.0634920634920634,1.4285714285714286,2021,0.4126984126984127,0.4489795918367347,0.2857142857142857,0.6666666666666666,4,6,2,5,2,2,0,2,1,29,0.1904761904761904,2.0,0.5238095238095238,0.6666666666666666,0.5,0.6666666666666666,Oregon ,4,5,14,23,7,5,6,14,10,0.0714285714285714,0.5,0.32142857142857145,0.42105263157894735,0.1111111111111111,0.8,2,3,4,7,3,2,3,3,2,14,0.25,1.0,0.75,0.75,0.25,1.0,104
210,Oregon State ,3,6,5,26,11,6,8,13,14,0.0526315789473684,0.8461538461538461,2021,0.3157894736842105,0.39473684210526316,0.15789473684210525,0.5,1,3,1,4,6,2,2,4,5,13,0.1,2.0,0.6,0.6,0.3333333333333333,0.3333333333333333,South Carolina ,14,18,12,36,8,10,8,11,11,0.2258064516129032,0.7272727272727273,0.3548387096774194,0.44680851063829785,0.06666666666666667,0.7777777777777778,7,9,3,9,2,3,5,2,4,19,0.6,1.0,0.46153846153846156,0.5454545454545454,0.3333333333333333,1.0,105
211,South Carolina ,14,18,12,36,8,10,8,11,11,0.2258064516129032,0.7272727272727273,2021,0.3548387096774194,0.44680851063829785,0.06666666666666667,0.7777777777777778,7,9,3,9,2,3,5,2,4,19,0.6,1.0,0.46153846153846156,0.5454545454545454,0.3333333333333333,1.0,Oregon State ,3,6,5,26,11,6,8,13,14,0.0526315789473684,0.8461538461538461,0.3157894736842105,0.39473684210526316,0.15789473684210525,0.5,1,3,1,4,6,2,2,4,5,13,0.1,2.0,0.6,0.6,0.3333333333333333,0.3333333333333333,105
212,South Carolina ,8,12,18,17,9,6,5,11,15,0.1194029850746268,0.8181818181818182,2021,0.3582089552238806,0.3191489361702128,0.45,0.6666666666666666,5,5,7,9,3,3,4,5,4,25,0.4166666666666667,1.0,0.43478260869565216,0.4,0.625,1.0,Stanford ,11,12,15,19,11,7,12,12,15,0.1833333333333333,0.9166666666666666,0.4166666666666667,0.38461538461538464,0.625,0.9166666666666666,8,8,6,7,4,2,6,3,4,24,0.4705882352941176,1.3333333333333333,0.7857142857142857,0.75,1.0,1.0,106
213,Stanford ,11,12,15,19,11,7,12,12,15,0.1833333333333333,0.9166666666666666,2021,0.4166666666666667,0.38461538461538464,0.625,0.9166666666666666,8,8,6,7,4,2,6,3,4,24,0.4705882352941176,1.3333333333333333,0.7857142857142857,0.75,1.0,1.0,South Carolina ,8,12,18,17,9,6,5,11,15,0.1194029850746268,0.8181818181818182,0.3582089552238806,0.3191489361702128,0.45,0.6666666666666666,5,5,7,9,3,3,4,5,4,25,0.4166666666666667,1.0,0.43478260869565216,0.4,0.625,1.0,106
214,South Dakota ,8,14,15,9,9,13,0,14,10,0.123076923076923,0.6428571428571429,2021,0.26153846153846155,0.2857142857142857,0.21739130434782608,0.5714285714285714,6,9,8,4,4,3,0,5,2,18,0.3157894736842105,2.0,0.6,0.75,0.5,0.6666666666666666,Oregon ,7,7,6,27,15,11,6,21,16,0.1555555555555555,0.7142857142857143,0.6,0.6363636363636364,0.5,1.0,2,2,1,6,4,3,2,7,5,22,0.3333333333333333,3.0,0.8333333333333334,1.0,0.6666666666666666,1.0,107
215,Oregon ,7,7,6,27,15,11,6,21,16,0.1555555555555555,0.7142857142857143,2021,0.6,0.6363636363636364,0.5,1.0,2,2,1,6,4,3,2,7,5,22,0.3333333333333333,3.0,0.8333333333333334,1.0,0.6666666666666666,1.0,South Dakota ,8,14,15,9,9,13,0,14,10,0.123076923076923,0.6428571428571429,0.26153846153846155,0.2857142857142857,0.21739130434782608,0.5714285714285714,6,9,8,4,4,3,0,5,2,18,0.3157894736842105,2.0,0.6,0.75,0.5,0.6666666666666666,107
216,South Dakota State ,11,14,8,29,10,4,2,22,14,0.1833333333333333,0.4545454545454545,2021,0.3333333333333333,0.4,0.2,0.7857142857142857,4,5,2,6,5,2,1,8,4,17,0.6666666666666666,1.6666666666666667,0.5384615384615384,0.6,1.0,1.0,Syracuse ,10,15,9,26,15,13,14,11,11,0.1470588235294117,1.3636363636363635,0.36764705882352944,0.35135135135135137,0.3870967741935484,0.6666666666666666,4,6,4,11,7,6,6,6,3,18,0.4444444444444444,5.0,0.5,1.0,0.5,0.6666666666666666,108
217,Syracuse ,10,15,9,26,15,13,14,11,11,0.1470588235294117,1.3636363636363635,2021,0.36764705882352944,0.35135135135135137,0.3870967741935484,0.6666666666666666,4,6,4,11,7,6,6,6,3,18,0.4444444444444444,5.0,0.5,1.0,0.5,0.6666666666666666,South Dakota State ,11,14,8,29,10,4,2,22,14,0.1833333333333333,0.4545454545454545,0.3333333333333333,0.4,0.2,0.7857142857142857,4,5,2,6,5,2,1,8,4,17,0.6666666666666666,1.6666666666666667,0.5384615384615384,0.6,1.0,1.0,108
218,South Florida ,12,18,12,23,10,3,4,9,22,0.1875,1.1111111111111112,2021,0.359375,0.3888888888888889,0.32142857142857145,0.6666666666666666,5,7,4,5,6,2,1,3,5,22,2.0,6.0,0.3888888888888889,0.5,0.4,1.0,NC State ,23,29,4,28,15,2,2,11,17,0.4339622641509434,1.3636363636363635,0.4716981132075472,0.48717948717948717,0.42857142857142855,0.7931034482758621,6,9,3,11,6,2,1,4,4,19,1.0,6.0,0.8,1.0,1.0,1.0,109
219,NC State ,23,29,4,28,15,2,2,11,17,0.4339622641509434,1.3636363636363635,2021,0.4716981132075472,0.48717948717948717,0.42857142857142855,0.7931034482758621,6,9,3,11,6,2,1,4,4,19,1.0,6.0,0.8,1.0,1.0,1.0,South Florida ,12,18,12,23,10,3,4,9,22,0.1875,1.1111111111111112,0.359375,0.3888888888888889,0.32142857142857145,0.6666666666666666,5,7,4,5,6,2,1,3,5,22,2.0,6.0,0.3888888888888889,0.5,0.4,1.0,109
220,Stephen F. Austin ,10,12,8,27,13,3,5,11,21,0.1587301587301587,1.181818181818182,2021,0.2857142857142857,0.2926829268292683,0.2727272727272727,0.8333333333333334,2,2,2,10,3,1,2,3,5,14,0.1111111111111111,3.0,0.5,0.6666666666666666,0.5,1.0,Georgia Tech ,10,17,13,27,12,7,6,9,16,0.1612903225806451,1.3333333333333333,0.3387096774193548,0.4222222222222222,0.11764705882352941,0.5882352941176471,4,6,5,8,4,4,4,3,4,14,0.2105263157894736,3.0,0.75,0.75,0.25,1.0,110
221,Georgia Tech ,10,17,13,27,12,7,6,9,16,0.1612903225806451,1.3333333333333333,2021,0.3387096774193548,0.4222222222222222,0.11764705882352941,0.5882352941176471,4,6,5,8,4,4,4,3,4,14,0.2105263157894736,3.0,0.75,0.75,0.25,1.0,Stephen F. Austin ,10,12,8,27,13,3,5,11,21,0.1587301587301587,1.181818181818182,0.2857142857142857,0.2926829268292683,0.2727272727272727,0.8333333333333334,2,2,2,10,3,1,2,3,5,14,0.1111111111111111,3.0,0.5,0.6666666666666666,0.5,1.0,110
222,Stony Brook ,14,16,9,20,8,6,2,22,12,0.2916666666666667,0.3636363636363636,2021,0.2916666666666667,0.3157894736842105,0.2,0.875,7,8,3,4,2,1,1,5,4,14,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.875,Arizona ,5,10,6,22,18,17,6,14,19,0.087719298245614,1.2857142857142858,0.5789473684210527,0.5555555555555556,0.6666666666666666,0.5,2,2,2,6,6,6,2,4,4,20,0.1428571428571428,3.0,1.0,1.0,1.0,1.0,111
223,Arizona ,5,10,6,22,18,17,6,14,19,0.087719298245614,1.2857142857142858,2021,0.5789473684210527,0.5555555555555556,0.6666666666666666,0.5,2,2,2,6,6,6,2,4,4,20,0.1428571428571428,3.0,1.0,1.0,1.0,1.0,Stony Brook ,14,16,9,20,8,6,2,22,12,0.2916666666666667,0.3636363636363636,0.2916666666666667,0.3157894736842105,0.2,0.875,7,8,3,4,2,1,1,5,4,14,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.875,111
224,Syracuse ,12,16,13,16,7,4,4,18,18,0.2105263157894736,0.3888888888888889,2021,0.2807017543859649,0.30952380952380953,0.2,0.75,4,4,4,5,3,2,1,5,5,12,0.3333333333333333,0.75,0.5555555555555556,0.5555555555555556,0.4,1.0,Connecticut ,24,30,5,25,16,11,3,11,14,0.4897959183673469,1.4545454545454546,0.5510204081632653,0.6470588235294118,0.3333333333333333,0.8,9,12,2,6,4,3,1,2,4,20,1.8,2.0,1.0,1.0,0.5,1.0,112
225,Connecticut ,24,30,5,25,16,11,3,11,14,0.4897959183673469,1.4545454545454546,2021,0.5510204081632653,0.6470588235294118,0.3333333333333333,0.8,9,12,2,6,4,3,1,2,4,20,1.8,2.0,1.0,1.0,0.5,1.0,Syracuse ,12,16,13,16,7,4,4,18,18,0.2105263157894736,0.3888888888888889,0.2807017543859649,0.30952380952380953,0.2,0.75,4,4,4,5,3,2,1,5,5,12,0.3333333333333333,0.75,0.5555555555555556,0.5555555555555556,0.4,1.0,112
226,Texas ,10,15,10,24,11,6,1,8,12,0.1724137931034483,1.375,2021,0.41379310344827586,0.4186046511627907,0.4,0.6666666666666666,4,5,4,7,5,2,1,3,3,16,0.3636363636363636,4.0,0.5454545454545454,0.6,0.6666666666666666,1.0,Maryland ,8,10,10,24,16,5,3,11,19,0.1333333333333333,1.4545454545454546,0.4,0.5,0.22727272727272727,0.8,6,7,2,7,5,2,2,3,4,21,0.4,2.0,0.5,1.0,0.2857142857142857,0.8571428571428571,113
227,Maryland ,8,10,10,24,16,5,3,11,19,0.1333333333333333,1.4545454545454546,2021,0.4,0.5,0.22727272727272727,0.8,6,7,2,7,5,2,2,3,4,21,0.4,2.0,0.5,1.0,0.2857142857142857,0.8571428571428571,Texas ,10,15,10,24,11,6,1,8,12,0.1724137931034483,1.375,0.41379310344827586,0.4186046511627907,0.4,0.6666666666666666,4,5,4,7,5,2,1,3,3,16,0.3636363636363636,4.0,0.5454545454545454,0.6,0.6666666666666666,1.0,113
228,Texas ,3,6,9,21,7,5,3,15,14,0.0491803278688524,0.4666666666666667,2021,0.22950819672131148,0.2391304347826087,0.2,0.5,2,4,2,5,3,3,3,4,3,13,0.1428571428571428,1.0,0.625,0.5,0.75,0.5,South Carolina ,9,10,8,35,14,4,14,14,12,0.1578947368421052,1.0,0.43859649122807015,0.44,0.42857142857142855,0.9,6,6,5,8,7,2,2,5,3,16,0.5454545454545454,1.4,0.75,0.75,0.6666666666666666,1.0,114
229,South Carolina ,9,10,8,35,14,4,14,14,12,0.1578947368421052,1.0,2021,0.43859649122807015,0.44,0.42857142857142855,0.9,6,6,5,8,7,2,2,5,3,16,0.5454545454545454,1.4,0.75,0.75,0.6666666666666666,1.0,Texas ,3,6,9,21,7,5,3,15,14,0.0491803278688524,0.4666666666666667,0.22950819672131148,0.2391304347826087,0.2,0.5,2,4,2,5,3,3,3,4,3,13,0.1428571428571428,1.0,0.625,0.5,0.75,0.5,114
230,Texas ,15,19,7,22,8,4,1,10,21,0.3061224489795918,0.8,2021,0.5102040816326531,0.59375,0.35294117647058826,0.7894736842105263,7,10,2,9,4,1,1,4,4,24,0.875,4.0,0.625,0.8333333333333334,0.5,1.0,UCLA ,19,25,17,19,4,5,4,11,20,0.3015873015873015,0.3636363636363636,0.3333333333333333,0.45454545454545453,0.05263157894736842,0.76,8,8,3,4,2,1,1,5,5,21,1.0,0.4,0.38095238095238093,0.5,0.1111111111111111,1.0,115
231,UCLA ,19,25,17,19,4,5,4,11,20,0.3015873015873015,0.3636363636363636,2021,0.3333333333333333,0.45454545454545453,0.05263157894736842,0.76,8,8,3,4,2,1,1,5,5,21,1.0,0.4,0.38095238095238093,0.5,0.1111111111111111,1.0,Texas ,15,19,7,22,8,4,1,10,21,0.3061224489795918,0.8,0.5102040816326531,0.59375,0.35294117647058826,0.7894736842105263,7,10,2,9,4,1,1,4,4,24,0.875,4.0,0.625,0.8333333333333334,0.5,1.0,115
232,Troy ,12,17,16,27,12,5,4,18,25,0.1558441558441558,0.6666666666666666,2021,0.4155844155844156,0.5185185185185185,0.17391304347826086,0.7058823529411765,2,5,4,8,5,3,1,4,5,26,0.1818181818181818,4.0,0.6923076923076923,0.75,0.3333333333333333,1.0,Texas A&M ,20,24,11,29,11,8,2,11,13,0.2777777777777778,1.0,0.4166666666666667,0.41935483870967744,0.4,0.8333333333333334,7,8,6,8,6,6,1,7,3,21,0.7,6.0,0.6,0.6666666666666666,0.5,0.875,116
233,Texas A&M ,20,24,11,29,11,8,2,11,13,0.2777777777777778,1.0,2021,0.4166666666666667,0.41935483870967744,0.4,0.8333333333333334,7,8,6,8,6,6,1,7,3,21,0.7,6.0,0.6,0.6666666666666666,0.5,0.875,Troy ,12,17,16,27,12,5,4,18,25,0.1558441558441558,0.6666666666666666,0.4155844155844156,0.5185185185185185,0.17391304347826086,0.7058823529411765,2,5,4,8,5,3,1,4,5,26,0.1818181818181818,4.0,0.6923076923076923,0.75,0.3333333333333333,1.0,116
234,UC Davis ,2,3,7,22,14,6,6,16,17,0.0344827586206896,0.875,2021,0.3103448275862069,0.18518518518518517,0.41935483870967744,0.6666666666666666,2,3,2,6,6,3,5,6,5,16,0.25,1.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,Missouri State ,14,21,17,33,10,13,5,13,11,0.208955223880597,0.7692307692307693,0.373134328358209,0.36538461538461536,0.4,0.6666666666666666,5,8,4,14,2,4,2,4,3,18,0.3571428571428571,1.0,0.42857142857142855,0.5,0.6666666666666666,0.8,117
235,Missouri State ,14,21,17,33,10,13,5,13,11,0.208955223880597,0.7692307692307693,2021,0.373134328358209,0.36538461538461536,0.4,0.6666666666666666,5,8,4,14,2,4,2,4,3,18,0.3571428571428571,1.0,0.42857142857142855,0.5,0.6666666666666666,0.8,UC Davis ,2,3,7,22,14,6,6,16,17,0.0344827586206896,0.875,0.3103448275862069,0.18518518518518517,0.41935483870967744,0.6666666666666666,2,3,2,6,6,3,5,6,5,16,0.25,1.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,117
236,Utah Valley ,14,22,7,17,7,2,1,11,15,0.2692307692307692,0.6363636363636364,2021,0.25,0.24324324324324326,0.26666666666666666,0.6363636363636364,7,10,2,7,4,0,1,3,3,18,0.7777777777777778,4.0,0.5555555555555556,1.0,0.5,0.7,Stanford ,6,9,8,29,24,8,8,8,18,0.1016949152542373,3.0,0.559322033898305,0.6923076923076923,0.45454545454545453,0.6666666666666666,2,2,3,3,7,2,1,2,3,20,0.6666666666666666,3.5,1.0,1.0,1.0,1.0,118
237,Stanford ,6,9,8,29,24,8,8,8,18,0.1016949152542373,3.0,2021,0.559322033898305,0.6923076923076923,0.45454545454545453,0.6666666666666666,2,2,3,3,7,2,1,2,3,20,0.6666666666666666,3.5,1.0,1.0,1.0,1.0,Utah Valley ,14,22,7,17,7,2,1,11,15,0.2692307692307692,0.6363636363636364,0.25,0.24324324324324326,0.26666666666666666,0.6363636363636364,7,10,2,7,4,0,1,3,3,18,0.7777777777777778,4.0,0.5555555555555556,1.0,0.5,0.7,118
238,Virginia Commonwealth ,4,6,11,24,8,5,1,13,12,0.0701754385964912,0.6153846153846154,2021,0.22807017543859648,0.22448979591836735,0.25,0.6666666666666666,3,4,3,7,4,4,1,4,2,8,0.2727272727272727,1.3333333333333333,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.75,Indiana ,10,13,4,30,9,7,8,7,9,0.1851851851851851,1.2857142857142858,0.4444444444444444,0.5277777777777778,0.2777777777777778,0.7692307692307693,4,5,4,8,3,2,5,3,3,20,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.5,1.0,119
239,Indiana ,10,13,4,30,9,7,8,7,9,0.1851851851851851,1.2857142857142858,2021,0.4444444444444444,0.5277777777777778,0.2777777777777778,0.7692307692307693,4,5,4,8,3,2,5,3,3,20,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.5,1.0,Virginia Commonwealth ,4,6,11,24,8,5,1,13,12,0.0701754385964912,0.6153846153846154,0.22807017543859648,0.22448979591836735,0.25,0.6666666666666666,3,4,3,7,4,4,1,4,2,8,0.2727272727272727,1.3333333333333333,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.75,119
240,Virginia Tech ,7,8,4,17,11,5,0,16,23,0.1320754716981132,0.6875,2021,0.3018867924528302,0.2413793103448276,0.375,0.875,3,4,2,4,4,2,0,5,4,18,0.2727272727272727,1.5,0.45454545454545453,0.75,0.4444444444444444,1.0,Baylor ,14,20,18,29,16,9,13,9,14,0.2,1.7777777777777777,0.5,0.5,0.5,0.7,6,6,4,9,9,3,7,3,2,21,0.4615384615384615,2.0,0.5555555555555556,0.5555555555555556,0.5,1.0,120
241,Baylor ,14,20,18,29,16,9,13,9,14,0.2,1.7777777777777777,2021,0.5,0.5,0.5,0.7,6,6,4,9,9,3,7,3,2,21,0.4615384615384615,2.0,0.5555555555555556,0.5555555555555556,0.5,1.0,Virginia Tech ,7,8,4,17,11,5,0,16,23,0.1320754716981132,0.6875,0.3018867924528302,0.2413793103448276,0.375,0.875,3,4,2,4,4,2,0,5,4,18,0.2727272727272727,1.5,0.45454545454545453,0.75,0.4444444444444444,1.0,120
242,Wake Forest ,6,8,8,23,13,8,1,13,12,0.0983606557377049,1.0,2021,0.39344262295081966,0.4473684210526316,0.30434782608695654,0.75,2,4,3,10,9,5,1,4,3,18,0.2,3.0,0.5714285714285714,1.0,0.4,1.0,Oklahoma State ,6,9,8,26,21,9,7,9,7,0.0923076923076923,2.333333333333333,0.5384615384615384,0.6136363636363636,0.38095238095238093,0.6666666666666666,2,3,4,11,6,2,4,3,1,27,0.2857142857142857,4.0,1.0,1.0,0.4,1.0,121
243,Oklahoma State ,6,9,8,26,21,9,7,9,7,0.0923076923076923,2.333333333333333,2021,0.5384615384615384,0.6136363636363636,0.38095238095238093,0.6666666666666666,2,3,4,11,6,2,4,3,1,27,0.2857142857142857,4.0,1.0,1.0,0.4,1.0,Wake Forest ,6,8,8,23,13,8,1,13,12,0.0983606557377049,1.0,0.39344262295081966,0.4473684210526316,0.30434782608695654,0.75,2,4,3,10,9,5,1,4,3,18,0.2,3.0,0.5714285714285714,1.0,0.4,1.0,121
244,Washington State ,11,12,8,24,11,6,4,11,15,0.2,1.0,2021,0.3090909090909091,0.3,0.32,0.9166666666666666,8,8,2,6,4,2,3,4,5,18,0.4444444444444444,2.0,0.5454545454545454,1.0,0.5,1.0,South Florida ,8,10,10,27,7,4,3,8,11,0.1379310344827586,0.875,0.3793103448275862,0.4146341463414634,0.29411764705882354,0.8,4,6,3,8,3,3,3,3,3,18,0.3333333333333333,3.0,1.0,1.0,0.5,1.0,122
245,South Florida ,8,10,10,27,7,4,3,8,11,0.1379310344827586,0.875,2021,0.3793103448275862,0.4146341463414634,0.29411764705882354,0.8,4,6,3,8,3,3,3,3,3,18,0.3333333333333333,3.0,1.0,1.0,0.5,1.0,Washington State ,11,12,8,24,11,6,4,11,15,0.2,1.0,0.3090909090909091,0.3,0.32,0.9166666666666666,8,8,2,6,4,2,3,4,5,18,0.4444444444444444,2.0,0.5454545454545454,1.0,0.5,1.0,122
246,Wright State ,10,15,13,26,9,9,2,14,23,0.1612903225806451,0.6428571428571429,2021,0.4032258064516129,0.38,0.5,0.6666666666666666,4,5,4,9,2,4,1,3,5,26,0.4,1.0,0.5,0.5,1.0,1.0,Arkansas ,21,28,5,19,6,4,2,15,16,0.42,0.4,0.34,0.35714285714285715,0.3181818181818182,0.75,14,18,1,5,2,1,1,4,5,27,1.0,1.0,0.6,0.5,0.6666666666666666,0.7777777777777778,123
247,Arkansas ,21,28,5,19,6,4,2,15,16,0.42,0.4,2021,0.34,0.35714285714285715,0.3181818181818182,0.75,14,18,1,5,2,1,1,4,5,27,1.0,1.0,0.6,0.5,0.6666666666666666,0.7777777777777778,Wright State ,10,15,13,26,9,9,2,14,23,0.1612903225806451,0.6428571428571429,0.4032258064516129,0.38,0.5,0.6666666666666666,4,5,4,9,2,4,1,3,5,26,0.4,1.0,0.5,0.5,1.0,1.0,123
248,Wright State ,8,15,10,18,4,7,6,12,18,0.1538461538461538,0.3333333333333333,2021,0.2692307692307692,0.3235294117647059,0.16666666666666666,0.5333333333333333,3,4,2,4,3,3,3,4,4,10,0.2142857142857142,1.5,0.375,0.4,0.3333333333333333,0.75,Missouri State ,14,17,14,27,14,7,2,12,13,0.2413793103448276,1.1666666666666667,0.3620689655172414,0.30952380952380953,0.5,0.8235294117647058,5,5,6,7,6,1,2,2,4,11,0.5555555555555556,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,124
249,Missouri State ,14,17,14,27,14,7,2,12,13,0.2413793103448276,1.1666666666666667,2021,0.3620689655172414,0.30952380952380953,0.5,0.8235294117647058,5,5,6,7,6,1,2,2,4,11,0.5555555555555556,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,Wright State ,8,15,10,18,4,7,6,12,18,0.1538461538461538,0.3333333333333333,0.2692307692307692,0.3235294117647059,0.16666666666666666,0.5333333333333333,3,4,2,4,3,3,3,4,4,10,0.2142857142857142,1.5,0.375,0.4,0.3333333333333333,0.75,124
250,Wyoming ,11,17,7,15,5,1,1,9,13,0.2291666666666666,0.5555555555555556,2021,0.3333333333333333,0.36666666666666664,0.2777777777777778,0.6470588235294118,5,8,4,6,2,1,1,2,4,15,0.4545454545454545,2.0,0.5,1.0,0.4,1.0,UCLA ,13,17,17,25,11,5,3,6,18,0.2131147540983606,1.8333333333333333,0.4262295081967213,0.5,0.23529411764705882,0.7647058823529411,6,6,4,6,4,2,1,3,4,25,0.4,0.6666666666666666,0.6,0.75,0.6,1.0,125
251,UCLA ,13,17,17,25,11,5,3,6,18,0.2131147540983606,1.8333333333333333,2021,0.4262295081967213,0.5,0.23529411764705882,0.7647058823529411,6,6,4,6,4,2,1,3,4,25,0.4,0.6666666666666666,0.6,0.75,0.6,1.0,Wyoming ,11,17,7,15,5,1,1,9,13,0.2291666666666666,0.5555555555555556,0.3333333333333333,0.36666666666666664,0.2777777777777778,0.6470588235294118,5,8,4,6,2,1,1,2,4,15,0.4545454545454545,2.0,0.5,1.0,0.4,1.0,125
252,Albany ,7,7,4,21,9,7,2,22,14,0.1428571428571428,0.4090909090909091,2022,0.40816326530612246,0.48484848484848486,0.25,1.0,4,4,3,6,4,2,0,5,2,14,1.0,2.0,0.5,0.6666666666666666,0.3333333333333333,1.0,Louisville ,11,16,11,21,13,18,4,10,9,0.1746031746031746,1.3,0.5238095238095238,0.574468085106383,0.375,0.6875,5,6,3,6,5,7,2,1,2,20,0.5,5.0,1.0,1.0,0.5,1.0,126
253,Louisville ,11,16,11,21,13,18,4,10,9,0.1746031746031746,1.3,2022,0.5238095238095238,0.574468085106383,0.375,0.6875,5,6,3,6,5,7,2,1,2,20,0.5,5.0,1.0,1.0,0.5,1.0,Albany ,7,7,4,21,9,7,2,22,14,0.1428571428571428,0.4090909090909091,0.40816326530612246,0.48484848484848486,0.25,1.0,4,4,3,6,4,2,0,5,2,14,1.0,2.0,0.5,0.6666666666666666,0.3333333333333333,1.0,126
