,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%,2P%,3P%,FT%,RB_O2D,WIN,GAME_ID
54,Lehigh ,15,17,6,17,6,8,6,17,18,42,0.3,0.3529411764705882,2010,4,11,4,8,2,8,4,5,3,5,2,3,2,3,3,12,0.4,1.0,Iowa State ,29,59,22,42,7,17,14,15,13,31,16,5,3,15,16,79,0.2372881355932203,1.0666666666666669,9,16,8,15,2,6,8,8,4,6,7,2,1,3,4,21,1.3333333333333333,2.333333333333333,0.22,0.2222222222222222,0.21739130434782608,0.8823529411764706,0.35294117647058826,False,27
55,Iowa State ,14,15,13,31,16,5,3,15,16,79,0.2372881355932203,1.0666666666666669,2010,9,16,8,15,2,6,8,8,4,6,7,2,1,3,4,21,1.3333333333333333,2.333333333333333,Lehigh ,11,50,6,27,5,23,15,17,6,17,6,8,6,17,18,42,0.3,0.3529411764705882,4,11,4,8,2,8,4,5,3,5,2,3,2,3,3,12,0.4,1.0,0.4915254237288136,0.5238095238095238,0.4117647058823529,0.9333333333333333,0.41935483870967744,True,27
56,Liberty ,11,16,16,19,8,8,1,20,25,77,0.171875,0.4,2010,9,14,8,11,1,3,5,7,7,7,4,2,1,8,5,24,0.3571428571428571,0.5,Kentucky ,25,49,18,38,7,11,26,36,9,17,15,16,2,15,17,83,0.5306122448979592,1.0,9,15,7,12,4,7,12,17,2,6,7,5,1,5,4,32,1.0,3.0,0.5,0.5454545454545454,0.2222222222222222,0.6875,0.8421052631578947,False,28
57,Kentucky ,26,36,9,17,15,16,2,15,17,83,0.5306122448979592,1.0,2010,9,15,7,12,4,7,12,17,2,6,7,5,1,5,4,32,1.0,3.0,Liberty ,32,64,30,55,2,9,11,16,16,19,8,8,1,20,25,77,0.171875,0.4,9,14,8,11,1,3,5,7,7,7,4,2,1,8,5,24,0.3571428571428571,0.5,0.5102040816326531,0.47368421052631576,0.6363636363636364,0.7222222222222222,0.5294117647058824,True,28
58,Little Rock ,17,26,4,25,15,11,2,15,14,63,0.3617021276595745,1.0,2010,6,17,5,17,4,7,5,8,2,10,6,4,1,3,5,21,0.5,4.0,Georgia Tech ,23,62,22,55,1,7,6,8,13,22,7,9,4,16,20,53,0.0967741935483871,0.4375,10,22,10,22,1,3,6,7,4,11,3,3,2,4,4,26,0.2727272727272727,1.5,0.425531914893617,0.4117647058823529,0.46153846153846156,0.6538461538461539,0.16,True,29
59,Georgia Tech ,6,8,13,22,7,9,4,16,20,53,0.0967741935483871,0.4375,2010,10,22,10,22,1,3,6,7,4,11,3,3,2,4,4,26,0.2727272727272727,1.5,Little Rock ,20,47,14,34,6,13,17,26,4,25,15,11,2,15,14,63,0.3617021276595745,1.0,6,17,5,17,4,7,5,8,2,10,6,4,1,3,5,21,0.5,4.0,0.3709677419354839,0.4,0.14285714285714285,0.75,0.5909090909090909,False,29
60,Little Rock ,6,12,5,16,9,11,1,19,16,44,0.1176470588235294,0.4736842105263157,2010,9,17,9,17,0,9,3,5,2,4,4,4,1,6,4,20,0.6,0.6666666666666666,Oklahoma ,23,47,22,40,1,7,13,15,8,22,11,6,1,22,10,60,0.2765957446808511,0.5,8,12,8,12,0,3,5,6,6,5,4,4,1,6,4,19,0.625,1.5,0.37254901960784315,0.5428571428571428,0.0,0.5,0.3125,False,30
61,Oklahoma ,13,15,8,22,11,6,1,22,10,60,0.2765957446808511,0.5,2010,8,12,8,12,0,3,5,6,6,5,4,4,1,6,4,19,0.625,1.5,Little Rock ,19,51,19,35,0,16,6,12,5,16,9,11,1,19,16,44,0.1176470588235294,0.4736842105263157,9,17,9,17,0,9,3,5,2,4,4,4,1,6,4,20,0.6,0.6666666666666666,0.48936170212765956,0.55,0.14285714285714285,0.8666666666666667,0.36363636363636365,True,30
62,Louisiana State ,10,10,5,19,13,9,4,22,15,52,0.2083333333333333,0.5909090909090909,2010,6,16,5,14,1,2,6,6,1,8,6,4,1,6,4,19,0.375,1.0,Duke ,23,52,22,42,1,10,13,16,10,20,5,13,3,19,16,60,0.25,0.2631578947368421,5,16,4,12,1,4,5,5,2,5,1,3,2,5,4,15,0.8333333333333334,0.5,0.4166666666666667,0.43902439024390244,0.2857142857142857,1.0,0.2631578947368421,False,31
63,Duke ,13,16,10,20,5,13,3,19,16,60,0.25,0.2631578947368421,2010,5,16,4,12,1,4,5,5,2,5,1,3,2,5,4,15,0.8333333333333334,0.5,Louisiana State ,20,48,18,41,2,7,10,10,5,19,13,9,4,22,15,52,0.2083333333333333,0.5909090909090909,6,16,5,14,1,2,6,6,1,8,6,4,1,6,4,19,0.375,1.0,0.4423076923076923,0.5238095238095238,0.1,0.8125,0.5,True,31
64,Louisiana Tech ,17,22,14,18,13,5,4,16,24,61,0.2741935483870967,0.8125,2010,11,14,11,12,1,6,6,8,4,8,4,2,3,4,5,28,0.6666666666666666,2.0,Florida State ,25,63,22,48,3,15,22,26,15,24,13,8,3,17,21,75,0.3492063492063492,0.7647058823529411,6,13,5,12,2,7,6,6,4,6,4,2,0,4,4,16,0.6,2.0,0.3387096774193548,0.4523809523809524,0.1,0.7727272727272727,0.7777777777777778,False,32
65,Florida State ,22,26,15,24,13,8,3,17,21,75,0.3492063492063492,0.7647058823529411,2010,6,13,5,12,2,7,6,6,4,6,4,2,0,4,4,16,0.6,2.0,Louisiana Tech ,21,62,19,42,2,20,17,22,14,18,13,5,4,16,24,61,0.2741935483870967,0.8125,11,14,11,12,1,6,6,8,4,8,4,2,3,4,5,28,0.6666666666666666,2.0,0.3968253968253968,0.4583333333333333,0.2,0.8461538461538461,0.625,True,32
66,Marist ,11,17,13,21,9,3,4,10,12,42,0.1833333333333333,0.9,2010,5,14,3,10,3,8,6,8,5,5,4,2,3,3,3,15,0.6,3.0,Georgetown ,24,68,16,43,8,25,6,8,17,29,16,5,5,7,18,62,0.088235294117647,2.2857142857142856,5,13,4,11,4,9,2,2,4,5,11,1,3,2,4,14,0.2222222222222222,11.0,0.21666666666666667,0.23529411764705882,0.19230769230769232,0.6470588235294118,0.6190476190476191,False,33
67,Georgetown ,6,8,17,29,16,5,5,7,18,62,0.088235294117647,2.2857142857142856,2010,5,13,4,11,4,9,2,2,4,5,11,1,3,2,4,14,0.2222222222222222,11.0,Marist ,13,60,8,34,5,26,11,17,13,21,9,3,4,10,12,42,0.1833333333333333,0.9,5,14,3,10,3,8,6,8,5,5,4,2,3,3,3,15,0.6,3.0,0.35294117647058826,0.37209302325581395,0.32,0.75,0.5862068965517241,True,33
68,Michigan State ,12,15,8,27,9,8,5,18,21,52,0.2181818181818181,0.5,2010,3,9,3,9,1,3,5,6,4,5,1,2,3,4,4,8,1.0,0.3333333333333333,Kentucky ,25,59,22,46,3,13,17,28,10,29,13,14,4,11,13,70,0.288135593220339,1.181818181818182,9,13,9,13,1,5,7,9,2,6,5,4,2,4,3,21,0.875,2.5,0.34545454545454546,0.3953488372093023,0.16666666666666666,0.8,0.2962962962962963,False,34
69,Kentucky ,17,28,10,29,13,14,4,11,13,70,0.288135593220339,1.181818181818182,2010,9,13,9,13,1,5,7,9,2,6,5,4,2,4,3,21,0.875,2.5,Michigan State ,19,55,17,43,2,12,12,15,8,27,9,8,5,18,21,52,0.2181818181818181,0.5,3,9,3,9,1,3,5,6,4,5,1,2,3,4,4,8,1.0,0.3333333333333333,0.423728813559322,0.4782608695652174,0.23076923076923078,0.6071428571428571,0.3448275862068966,True,34
70,Middle Tennessee ,6,8,11,21,19,5,0,14,14,64,0.0923076923076923,1.3571428571428572,2010,7,17,7,16,4,12,3,4,6,8,6,2,0,5,5,17,0.3333333333333333,2.0,Mississippi State ,26,59,19,40,7,19,9,11,11,30,16,5,2,17,9,68,0.1525423728813559,0.9411764705882352,9,15,7,9,4,9,5,7,4,10,5,2,2,5,3,21,0.4,4.0,0.35384615384615387,0.39285714285714285,0.32432432432432434,0.75,0.5238095238095238,False,35
71,Mississippi State ,9,11,11,30,16,5,2,17,9,68,0.1525423728813559,0.9411764705882352,2010,9,15,7,9,4,9,5,7,4,10,5,2,2,5,3,21,0.4,4.0,Middle Tennessee ,23,65,11,28,12,37,6,8,11,21,19,5,0,14,14,64,0.0923076923076923,1.3571428571428572,7,17,7,16,4,12,3,4,6,8,6,2,0,5,5,17,0.3333333333333333,2.0,0.4406779661016949,0.475,0.3684210526315789,0.8181818181818182,0.36666666666666664,True,35
72,Mississippi State ,7,11,19,19,21,4,4,14,17,71,0.1076923076923077,1.5,2010,9,19,9,18,5,10,3,5,8,7,6,2,4,4,5,20,0.2727272727272727,1.5,Florida State ,29,57,23,39,6,18,10,12,9,22,20,5,7,13,15,74,0.175438596491228,1.5384615384615383,7,13,4,8,4,10,4,4,3,5,7,2,5,3,3,21,0.4,3.5,0.4153846153846154,0.4146341463414634,0.4166666666666667,0.6363636363636364,1.0,False,36
73,Florida State ,10,12,9,22,20,5,7,13,15,74,0.175438596491228,1.5384615384615383,2010,7,13,4,8,4,10,4,4,3,5,7,2,5,3,3,21,0.4,3.5,Mississippi State ,27,65,17,41,10,24,7,11,19,19,21,4,4,14,17,71,0.1076923076923077,1.5,9,19,9,18,5,10,3,5,8,7,6,2,4,4,5,20,0.2727272727272727,1.5,0.5087719298245614,0.5897435897435898,0.3333333333333333,0.8333333333333334,0.4090909090909091,True,36
74,Mississippi State ,7,13,7,16,21,14,2,10,9,87,0.1147540983606557,2.1,2010,10,18,9,14,6,12,4,5,3,4,6,6,1,6,2,30,0.2222222222222222,2.5,Ohio State ,25,54,15,39,10,15,7,9,11,19,17,3,6,24,14,67,0.1296296296296296,0.7083333333333334,8,20,8,20,4,5,5,6,3,5,6,1,4,10,5,17,0.625,1.0,0.5573770491803278,0.5641025641025641,0.5454545454545454,0.5384615384615384,0.4375,True,37
75,Ohio State ,7,9,11,19,17,3,6,24,14,67,0.1296296296296296,0.7083333333333334,2010,8,20,8,20,4,5,5,6,3,5,6,1,4,10,5,17,0.625,1.0,Mississippi State ,34,61,22,39,12,22,7,13,7,16,21,14,2,10,9,87,0.1147540983606557,2.1,10,18,9,14,6,12,4,5,3,4,6,6,1,6,2,30,0.2222222222222222,2.5,0.46296296296296297,0.38461538461538464,0.6666666666666666,0.7777777777777778,0.5789473684210527,False,37
76,NC State ,12,15,9,15,8,9,1,13,18,54,0.2222222222222222,0.6153846153846154,2010,7,16,4,9,4,12,4,5,4,4,3,3,0,4,4,21,0.5,1.5,UCLA ,28,55,24,47,4,8,14,15,10,24,16,7,4,17,17,74,0.2545454545454545,0.9411764705882352,8,11,8,11,3,4,5,5,3,8,7,3,1,3,3,17,0.625,3.5,0.3333333333333333,0.36363636363636365,0.2857142857142857,0.8,0.6,False,38
77,UCLA ,14,15,10,24,16,7,4,17,17,74,0.2545454545454545,0.9411764705882352,2010,8,11,8,11,3,4,5,5,3,8,7,3,1,3,3,17,0.625,3.5,NC State ,18,54,12,33,6,21,12,15,9,15,8,9,1,13,18,54,0.2222222222222222,0.6153846153846154,7,16,4,9,4,12,4,5,4,4,3,3,0,4,4,21,0.5,1.5,0.509090909090909,0.5106382978723404,0.5,0.9333333333333333,0.4166666666666667,True,38
78,North Carolina ,12,18,13,30,15,12,5,18,16,76,0.1538461538461538,0.8333333333333334,2010,9,18,9,15,2,6,7,8,6,8,6,4,1,3,4,19,0.5,3.0,Gonzaga ,36,75,30,58,6,17,4,8,10,26,23,11,6,16,12,82,0.0533333333333333,1.4375,8,19,8,19,4,6,2,3,3,10,15,5,3,6,1,16,0.25,2.5,0.38461538461538464,0.43333333333333335,0.2222222222222222,0.6666666666666666,0.43333333333333335,False,39
79,Gonzaga ,4,8,10,26,23,11,6,16,12,82,0.0533333333333333,1.4375,2010,8,19,8,19,4,6,2,3,3,10,15,5,3,6,1,16,0.25,2.5,North Carolina ,30,78,26,60,4,18,12,18,13,30,15,12,5,18,16,76,0.1538461538461538,0.8333333333333334,9,18,9,15,2,6,7,8,6,8,6,4,1,3,4,19,0.5,3.0,0.48,0.5172413793103449,0.35294117647058826,0.5,0.38461538461538464,True,39
80,Northern Iowa ,8,11,9,21,8,4,3,17,21,44,0.1379310344827586,0.4705882352941176,2010,4,12,4,8,1,8,2,2,4,4,3,1,2,5,4,10,0.5,1.5,Nebraska ,26,61,16,41,10,20,21,25,9,31,20,10,3,10,14,83,0.3442622950819672,2.0,7,15,7,15,2,6,8,8,4,5,5,2,0,3,2,22,0.5333333333333333,3.0,0.29310344827586204,0.42857142857142855,0.08695652173913043,0.7272727272727273,0.42857142857142855,False,40
81,Nebraska ,21,25,9,31,20,10,3,10,14,83,0.3442622950819672,2.0,2010,7,15,7,15,2,6,8,8,4,5,5,2,0,3,2,22,0.5333333333333333,3.0,Northern Iowa ,17,58,15,35,2,23,8,11,9,21,8,4,3,17,21,44,0.1379310344827586,0.4705882352941176,4,12,4,8,1,8,2,2,4,4,3,1,2,5,4,10,0.5,1.5,0.4262295081967213,0.3902439024390244,0.5,0.84,0.2903225806451613,True,40
82,Oklahoma ,10,11,14,26,21,7,5,16,14,77,0.1428571428571428,1.3125,2010,9,21,9,21,5,8,4,4,7,7,7,2,2,6,3,21,0.4,2.5,Notre Dame ,27,63,24,55,3,8,15,17,6,22,14,11,5,11,14,72,0.238095238095238,1.2727272727272727,10,16,10,16,2,3,6,6,2,6,4,6,2,3,3,22,1.0,3.0,0.42857142857142855,0.4107142857142857,0.5,0.9090909090909091,0.5384615384615384,True,41
83,Notre Dame ,15,17,6,22,14,11,5,11,14,72,0.238095238095238,1.2727272727272727,2010,10,16,10,16,2,3,6,6,2,6,4,6,2,3,3,22,1.0,3.0,Oklahoma ,30,70,23,56,7,14,10,11,14,26,21,7,5,16,14,77,0.1428571428571428,1.3125,9,21,9,21,5,8,4,4,7,7,7,2,2,6,3,21,0.4,2.5,0.42857142857142855,0.43636363636363634,0.375,0.8823529411764706,0.2727272727272727,False,41
84,Oklahoma ,10,16,11,26,7,4,4,9,19,66,0.1470588235294117,0.7777777777777778,2010,11,24,11,24,2,6,7,11,3,8,6,2,3,3,4,23,1.0,2.0,Stanford ,27,69,26,54,1,15,18,27,17,31,13,7,3,7,12,73,0.2608695652173913,1.8571428571428568,13,25,13,23,1,5,12,13,6,12,5,3,1,3,3,38,0.48,4.0,0.38235294117647056,0.43137254901960786,0.23529411764705882,0.625,0.4230769230769231,False,42
85,Stanford ,18,27,17,31,13,7,3,7,12,73,0.2608695652173913,1.8571428571428568,2010,13,25,13,23,1,5,12,13,6,12,5,3,1,3,3,38,0.48,4.0,Oklahoma ,26,68,22,51,4,17,10,16,11,26,7,4,4,9,19,66,0.1470588235294117,0.7777777777777778,11,24,11,24,2,6,7,11,3,8,6,2,3,3,4,23,1.0,2.0,0.391304347826087,0.48148148148148145,0.06666666666666667,0.6666666666666666,0.5483870967741935,True,42
86,Portland State ,2,4,8,21,8,9,4,20,19,53,0.0317460317460317,0.4,2010,6,19,3,8,3,14,2,2,3,3,7,4,1,7,4,15,0.1666666666666666,1.0,Texas A&M ,31,62,28,52,3,10,19,32,13,31,21,14,2,11,11,84,0.3064516129032258,1.9090909090909087,6,13,4,9,2,4,7,10,3,9,9,3,1,4,2,17,1.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.38095238095238093,False,43
87,Texas A&M ,19,32,13,31,21,14,2,11,11,84,0.3064516129032258,1.9090909090909087,2010,6,13,4,9,2,4,7,10,3,9,9,3,1,4,2,17,1.0,4.0,Portland State ,21,63,12,36,9,27,2,4,8,21,8,9,4,20,19,53,0.0317460317460317,0.4,6,19,3,8,3,14,2,2,3,3,7,4,1,7,4,15,0.1666666666666666,1.0,0.5,0.5384615384615384,0.3,0.59375,0.41935483870967744,True,43
88,Princeton ,12,15,14,24,9,5,3,16,15,47,0.2,0.5625,2010,5,14,5,14,0,5,2,4,6,7,4,2,1,6,3,11,0.2,4.0,St. John's ,27,59,26,49,1,10,10,18,12,27,7,11,1,12,14,65,0.1694915254237288,0.5833333333333334,9,13,9,13,0,1,2,3,2,11,4,3,1,4,4,19,0.25,2.0,0.2833333333333333,0.32,0.1,0.8,0.5833333333333334,False,44
89,St. John's ,10,18,12,27,7,11,1,12,14,65,0.1694915254237288,0.5833333333333334,2010,9,13,9,13,0,1,2,3,2,11,4,3,1,4,4,19,0.25,2.0,Princeton ,17,60,16,50,1,10,12,15,14,24,9,5,3,16,15,47,0.2,0.5625,5,14,5,14,0,5,2,4,6,7,4,2,1,6,3,11,0.2,4.0,0.4576271186440678,0.5306122448979592,0.1,0.5555555555555556,0.4444444444444444,True,44
90,Rutgers ,6,12,11,15,13,10,2,13,21,63,0.0983606557377049,1.0,2010,6,14,6,11,3,6,3,6,4,4,6,3,1,5,5,15,0.3,1.2,Iowa ,19,44,9,21,10,23,22,28,7,23,12,4,1,18,11,70,0.5,0.6666666666666666,4,13,4,5,3,8,8,12,3,7,4,2,1,6,4,18,1.0,3.0,0.4426229508196721,0.47058823529411764,0.3,0.5,0.7333333333333333,False,45
91,Iowa ,22,28,7,23,12,4,1,18,11,70,0.5,0.6666666666666666,2010,4,13,4,5,3,8,8,12,3,7,4,2,1,6,4,18,1.0,3.0,Rutgers ,27,61,24,51,3,10,6,12,11,15,13,10,2,13,21,63,0.0983606557377049,1.0,6,14,6,11,3,6,3,6,4,4,6,3,1,5,5,15,0.3,1.2,0.4318181818181818,0.42857142857142855,0.43478260869565216,0.7857142857142857,0.30434782608695654,True,45
92,Saint Francis ,12,18,14,19,10,12,5,18,11,59,0.1714285714285714,0.5555555555555556,2010,5,22,4,9,3,14,6,6,5,5,3,4,2,6,3,16,0.5,1.0,Ohio State ,37,75,31,58,6,17,13,18,18,34,26,10,6,15,14,93,0.1733333333333333,1.7333333333333334,10,18,10,18,4,8,5,7,5,11,13,2,2,5,2,23,0.625,3.0,0.2857142857142857,0.325,0.23333333333333334,0.6666666666666666,0.7368421052631579,False,46
93,Ohio State ,13,18,18,34,26,10,6,15,14,93,0.1733333333333333,1.7333333333333334,2010,10,18,10,18,4,8,5,7,5,11,13,2,2,5,2,23,0.625,3.0,Saint Francis ,20,70,13,40,7,30,12,18,14,19,10,12,5,18,11,59,0.1714285714285714,0.5555555555555556,5,22,4,9,3,14,6,6,5,5,3,4,2,6,3,16,0.5,1.0,0.49333333333333335,0.5344827586206896,0.35294117647058826,0.7222222222222222,0.5294117647058824,True,46
94,San Diego State ,9,11,9,18,11,11,6,26,15,58,0.1698113207547169,0.4230769230769231,2010,5,18,5,9,3,10,2,3,5,4,3,5,5,7,5,14,0.4,1.5,Duke ,24,59,22,50,2,9,16,22,14,18,12,23,3,23,14,66,0.2711864406779661,0.5217391304347826,10,19,9,16,1,3,8,9,5,4,6,7,2,5,3,29,1.0,1.5,0.37735849056603776,0.39285714285714285,0.36,0.8181818181818182,0.5,False,47
95,Duke ,16,22,14,18,12,23,3,23,14,66,0.2711864406779661,0.5217391304347826,2010,10,19,9,16,1,3,8,9,5,4,6,7,2,5,3,29,1.0,1.5,San Diego State ,20,53,11,28,9,25,9,11,9,18,11,11,6,26,15,58,0.1698113207547169,0.4230769230769231,5,18,5,9,3,10,2,3,5,4,3,5,5,7,5,14,0.4,1.5,0.4067796610169492,0.44,0.2222222222222222,0.7272727272727273,0.7777777777777778,True,47
96,San Diego State ,21,35,10,34,15,7,6,21,22,74,0.4038461538461538,0.7142857142857143,2010,9,18,4,10,5,8,9,11,3,8,4,2,3,7,5,32,0.5,3.0,Texas ,22,66,21,53,1,13,18,31,13,25,11,12,4,14,24,63,0.2727272727272727,0.7857142857142857,5,13,5,12,1,6,6,8,4,5,3,3,1,4,5,14,0.75,1.0,0.4230769230769231,0.37142857142857144,0.5294117647058824,0.6,0.29411764705882354,True,48
97,Texas ,18,31,13,25,11,12,4,14,24,63,0.2727272727272727,0.7857142857142857,2010,5,13,5,12,1,6,6,8,4,5,3,3,1,4,5,14,0.75,1.0,San Diego State ,22,52,13,35,9,17,21,35,10,34,15,7,6,21,22,74,0.4038461538461538,0.7142857142857143,9,18,4,10,5,8,9,11,3,8,4,2,3,7,5,32,0.5,3.0,0.3333333333333333,0.39622641509433965,0.07692307692307693,0.5806451612903226,0.52,False,48
98,San Diego State ,14,20,10,22,12,6,2,16,17,64,0.2692307692307692,0.75,2010,9,14,8,12,3,3,8,8,3,5,4,1,1,6,4,27,0.5714285714285714,3.0,West Virginia ,20,47,18,38,2,9,13,22,9,19,3,7,2,18,22,55,0.2765957446808511,0.1666666666666666,7,17,7,13,1,4,5,8,3,9,2,3,1,6,5,17,1.25,2.0,0.4423076923076923,0.4318181818181818,0.5,0.7,0.45454545454545453,True,49
99,West Virginia ,13,22,9,19,3,7,2,18,22,55,0.2765957446808511,0.1666666666666666,2010,7,17,7,13,1,4,5,8,3,9,2,3,1,6,5,17,1.25,2.0,San Diego State ,23,52,19,44,4,8,14,20,10,22,12,6,2,16,17,64,0.2692307692307692,0.75,9,14,8,12,3,3,8,8,3,5,4,1,1,6,4,27,0.5714285714285714,3.0,0.425531914893617,0.47368421052631576,0.2222222222222222,0.5909090909090909,0.47368421052631576,False,49
100,South Dakota State ,7,8,9,22,10,5,0,18,14,57,0.1228070175438596,0.5555555555555556,2010,5,13,3,11,3,7,2,2,2,7,3,2,0,5,5,13,0.2,1.0,Oklahoma ,27,61,23,45,4,16,10,11,10,24,15,10,4,13,13,68,0.1639344262295081,1.1538461538461535,6,15,6,13,3,10,3,4,5,10,8,4,1,4,3,17,0.3,2.0,0.3684210526315789,0.3333333333333333,0.4444444444444444,0.875,0.4090909090909091,False,50
101,Oklahoma ,10,11,10,24,15,10,4,13,13,68,0.1639344262295081,1.1538461538461535,2010,6,15,6,13,3,10,3,4,5,10,8,4,1,4,3,17,0.3,2.0,South Dakota State ,21,57,13,39,8,18,7,8,9,22,10,5,0,18,14,57,0.1228070175438596,0.5555555555555556,5,13,3,11,3,7,2,2,2,7,3,2,0,5,5,13,0.2,1.0,0.4426229508196721,0.5111111111111111,0.25,0.9090909090909091,0.4166666666666667,True,50
102,Southern ,4,7,11,10,7,8,3,14,18,39,0.0615384615384615,0.5,2010,3,22,2,8,2,14,2,2,2,4,2,2,1,4,5,10,0.6666666666666666,0.6666666666666666,Connecticut ,32,52,23,36,9,16,22,26,10,38,27,10,7,19,9,95,0.4230769230769231,1.4210526315789471,9,13,9,10,4,7,7,8,3,10,8,5,3,4,2,22,1.4,2.6666666666666665,0.23076923076923078,0.2564102564102564,0.19230769230769232,0.5714285714285714,1.1,False,51
103,Connecticut ,22,26,10,38,27,10,7,19,9,95,0.4230769230769231,1.4210526315789471,2010,9,13,9,10,4,7,7,8,3,10,8,5,3,4,2,22,1.4,2.6666666666666665,Southern ,15,65,10,39,5,26,4,7,11,10,7,8,3,14,18,39,0.0615384615384615,0.5,3,22,2,8,2,14,2,2,2,4,2,2,1,4,5,10,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.6388888888888888,0.5625,0.8461538461538461,0.2631578947368421,True,51
104,St. John's ,17,24,16,16,11,7,2,16,14,65,0.2741935483870967,0.6875,2010,5,16,5,16,0,0,5,8,4,6,6,3,1,6,3,15,1.0,2.0,Florida State ,25,58,19,42,6,16,10,12,11,20,17,7,6,21,20,66,0.1724137931034483,0.8095238095238095,7,13,7,12,3,7,2,2,3,5,9,2,4,6,4,16,2.0,1.5,0.3870967741935484,0.41379310344827586,0.0,0.7083333333333334,1.0,False,52
105,Florida State ,10,12,11,20,17,7,6,21,20,66,0.1724137931034483,0.8095238095238095,2010,7,13,7,12,3,7,2,2,3,5,9,2,4,6,4,16,2.0,1.5,St. John's ,24,62,24,58,0,4,17,24,16,16,11,7,2,16,14,65,0.2741935483870967,0.6875,5,16,5,16,0,0,5,8,4,6,6,3,1,6,3,15,1.0,2.0,0.43103448275862066,0.4523809523809524,0.375,0.8333333333333334,0.55,True,52
106,Stanford ,3,4,13,32,11,2,1,10,20,47,0.0441176470588235,1.1,2010,5,14,5,14,3,5,2,2,4,13,3,1,0,3,5,15,0.1538461538461538,2.0,Connecticut ,19,58,13,38,6,20,9,22,10,32,9,5,7,10,9,53,0.1551724137931034,0.9,9,18,6,13,3,8,4,6,5,9,3,1,6,3,3,23,1.0,1.0,0.2647058823529412,0.21739130434782608,0.36363636363636365,0.75,0.40625,False,53
107,Connecticut ,9,22,10,32,9,5,7,10,9,53,0.1551724137931034,0.9,2010,9,18,6,13,3,8,4,6,5,9,3,1,6,3,3,23,1.0,1.0,Stanford ,18,68,10,46,8,22,3,4,13,32,11,2,1,10,20,47,0.0441176470588235,1.1,5,14,5,14,3,5,2,2,4,13,3,1,0,3,5,15,0.1538461538461538,2.0,0.3275862068965517,0.34210526315789475,0.3,0.4090909090909091,0.3125,True,53
108,TCU ,14,15,13,24,8,8,6,8,22,66,0.1917808219178082,1.0,2010,4,16,4,11,3,9,9,10,5,8,6,2,3,3,4,17,0.5625,6.0,Dayton ,23,59,14,33,9,26,12,19,11,31,13,3,10,15,14,67,0.2033898305084746,0.8666666666666667,6,13,3,6,3,8,2,2,4,7,7,1,4,4,3,17,0.3333333333333333,3.5,0.3013698630136986,0.30434782608695654,0.2962962962962963,0.9333333333333333,0.5416666666666666,False,54
109,Dayton ,12,19,11,31,13,3,10,15,14,67,0.2033898305084746,0.8666666666666667,2010,6,13,3,6,3,8,2,2,4,7,7,1,4,4,3,17,0.3333333333333333,3.5,TCU ,22,73,14,46,8,27,14,15,13,24,8,8,6,8,22,66,0.1917808219178082,1.0,4,16,4,11,3,9,9,10,5,8,6,2,3,3,4,17,0.5625,6.0,0.3898305084745763,0.42424242424242425,0.34615384615384615,0.631578947368421,0.3548387096774194,True,54
110,Temple ,3,9,12,12,10,12,0,14,16,36,0.05,0.7142857142857143,2010,3,10,3,8,2,5,1,2,3,5,2,3,0,2,4,9,0.125,1.0,Connecticut ,34,55,22,38,12,17,10,13,9,34,22,8,11,15,8,90,0.1818181818181818,1.4666666666666666,6,10,6,10,3,4,4,4,2,6,5,2,2,3,1,19,0.6666666666666666,5.0,0.23333333333333334,0.25,0.20833333333333334,0.3333333333333333,1.0,False,55
111,Connecticut ,10,13,9,34,22,8,11,15,8,90,0.1818181818181818,1.4666666666666666,2010,6,10,6,10,3,4,4,4,2,6,5,2,2,3,1,19,0.6666666666666666,5.0,Temple ,14,60,9,36,5,24,3,9,12,12,10,12,0,14,16,36,0.05,0.7142857142857143,3,10,3,8,2,5,1,2,3,5,2,3,0,2,4,9,0.125,1.0,0.6181818181818182,0.5789473684210527,0.7058823529411765,0.7692307692307693,0.2647058823529412,True,55
