,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%,2P%,3P%,FT%,RB_O2D,WIN,GAME_ID
502,James Madison ,9,10,12,30,19,6,4,15,23,80,0.1139240506329113,1.2666666666666666,2015,10,30,6,14,4,16,4,4,3,6,11,2,2,7,4,28,0.6666666666666666,1.5714285714285714,Ohio State ,30,62,26,46,4,16,26,34,2,30,16,9,7,13,17,90,0.4193548387096774,1.2307692307692308,9,19,9,15,2,7,12,16,1,12,8,3,7,5,4,28,1.0,2.0,0.379746835443038,0.38,0.3793103448275862,0.9,0.4,False,251
503,Ohio State ,26,34,2,30,16,9,7,13,17,90,0.4193548387096774,1.2307692307692308,2015,9,19,9,15,2,7,12,16,1,12,8,3,7,5,4,28,1.0,2.0,James Madison ,30,79,19,50,11,29,9,10,12,30,19,6,4,15,23,80,0.1139240506329113,1.2666666666666666,10,30,6,14,4,16,4,4,3,6,11,2,2,7,4,28,0.6666666666666666,1.5714285714285714,0.4838709677419355,0.5652173913043478,0.25,0.7647058823529411,0.06666666666666667,True,251
504,Liberty ,14,23,19,27,8,7,0,15,20,65,0.2028985507246377,0.5333333333333333,2015,8,15,8,15,1,5,3,5,5,8,7,3,0,3,4,19,0.5,7.0,North Carolina ,28,57,24,48,4,9,11,20,9,24,18,10,7,15,20,71,0.1929824561403508,1.2,7,13,7,13,1,3,4,8,2,7,5,2,5,4,4,17,2.0,1.6666666666666667,0.34782608695652173,0.4117647058823529,0.16666666666666666,0.6086956521739131,0.7037037037037037,False,252
505,North Carolina ,11,20,9,24,18,10,7,15,20,71,0.1929824561403508,1.2,2015,7,13,7,13,1,3,4,8,2,7,5,2,5,4,4,17,2.0,1.6666666666666667,Liberty ,24,69,21,51,3,18,14,23,19,27,8,7,0,15,20,65,0.2028985507246377,0.5333333333333333,8,15,8,15,1,5,3,5,5,8,7,3,0,3,4,19,0.5,7.0,0.49122807017543857,0.5,0.4444444444444444,0.55,0.375,True,252
506,Little Rock ,3,4,10,17,12,11,2,14,18,54,0.05,0.8571428571428571,2015,6,13,6,12,1,7,2,2,3,4,5,4,1,4,4,12,0.1666666666666666,2.5,Arizona State ,21,56,19,46,2,10,13,15,16,22,16,4,2,17,9,57,0.2321428571428571,0.9411764705882352,6,15,6,15,1,5,5,6,7,8,5,2,1,4,2,17,0.5,1.6666666666666667,0.4166666666666667,0.47058823529411764,0.1111111111111111,0.75,0.5882352941176471,False,253
507,Arizona State ,13,15,16,22,16,4,2,17,9,57,0.2321428571428571,0.9411764705882352,2015,6,15,6,15,1,5,5,6,7,8,5,2,1,4,2,17,0.5,1.6666666666666667,Little Rock ,25,60,24,51,1,9,3,4,10,17,12,11,2,14,18,54,0.05,0.8571428571428571,6,13,6,12,1,7,2,2,3,4,5,4,1,4,4,12,0.1666666666666666,2.5,0.375,0.41304347826086957,0.2,0.8666666666666667,0.7272727272727273,True,253
508,Little Rock ,13,20,9,23,20,6,2,8,13,69,0.2363636363636363,2.5,2015,10,17,5,10,5,7,3,4,3,6,4,3,1,3,3,25,0.5,3.0,Texas A&M ,22,58,20,50,2,8,14,17,14,22,13,4,6,12,20,60,0.2413793103448276,1.0833333333333333,9,20,9,19,1,5,5,6,4,10,5,1,2,6,5,23,0.625,2.0,0.45454545454545453,0.4523809523809524,0.46153846153846156,0.65,0.391304347826087,True,254
509,Texas A&M ,14,17,14,22,13,4,6,12,20,60,0.2413793103448276,1.0833333333333333,2015,9,20,9,19,1,5,5,6,4,10,5,1,2,6,5,23,0.625,2.0,Little Rock ,25,55,19,42,6,13,13,20,9,23,20,6,2,8,13,69,0.2363636363636363,2.5,10,17,5,10,5,7,3,4,3,6,4,3,1,3,3,25,0.5,3.0,0.3793103448275862,0.4,0.25,0.8235294117647058,0.6363636363636364,False,254
510,Louisiana State ,9,12,11,24,10,10,5,16,21,64,0.1343283582089552,0.625,2015,8,16,8,15,2,8,3,4,4,6,4,6,2,3,4,17,0.2,2.0,South Florida ,24,65,21,48,3,17,22,29,16,25,13,9,7,13,13,73,0.3384615384615385,1.0,7,25,6,21,2,7,7,8,4,9,6,2,2,3,3,17,1.1666666666666667,2.0,0.3880597014925373,0.42592592592592593,0.23076923076923078,0.75,0.4583333333333333,False,255
511,South Florida ,22,29,16,25,13,9,7,13,13,73,0.3384615384615385,1.0,2015,7,25,6,21,2,7,7,8,4,9,6,2,2,3,3,17,1.1666666666666667,2.0,Louisiana State ,26,67,23,54,3,13,9,12,11,24,10,10,5,16,21,64,0.1343283582089552,0.625,8,16,8,15,2,8,3,4,4,6,4,6,2,3,4,17,0.2,2.0,0.36923076923076925,0.4375,0.17647058823529413,0.7586206896551724,0.64,True,255
512,Maryland ,5,6,9,16,13,4,1,11,17,58,0.0847457627118644,1.181818181818182,2015,6,10,6,10,2,5,2,2,2,2,3,2,0,6,4,14,0.2,3.0,Connecticut ,29,54,21,32,8,22,15,18,8,22,17,5,7,9,13,81,0.2777777777777778,1.8888888888888888,10,16,8,12,2,6,9,10,3,6,7,2,4,2,3,25,0.6923076923076923,7.0,0.4067796610169492,0.475,0.2631578947368421,0.8333333333333334,0.5625,False,256
513,Connecticut ,15,18,8,22,17,5,7,9,13,81,0.2777777777777778,1.8888888888888888,2015,10,16,8,12,2,6,9,10,3,6,7,2,4,2,3,25,0.6923076923076923,7.0,Maryland ,24,59,19,40,5,19,5,6,9,16,13,4,1,11,17,58,0.0847457627118644,1.181818181818182,6,10,6,10,2,5,2,2,2,2,3,2,0,6,4,14,0.2,3.0,0.5370370370370371,0.65625,0.36363636363636365,0.8333333333333334,0.36363636363636365,True,256
514,Miami ,7,11,9,18,10,8,3,13,24,70,0.0958904109589041,0.7692307692307693,2015,8,22,8,14,3,11,2,3,2,5,3,3,2,3,5,20,0.5,3.0,Iowa ,30,57,25,48,5,9,23,33,10,27,17,6,3,13,14,88,0.4035087719298245,1.3076923076923077,8,16,8,16,2,3,6,10,6,5,7,2,3,7,4,22,0.8571428571428571,1.5,0.3972602739726027,0.46153846153846156,0.23809523809523808,0.6363636363636364,0.5,False,257
515,Iowa ,23,33,10,27,17,6,3,13,14,88,0.4035087719298245,1.3076923076923077,2015,8,16,8,16,2,3,6,10,6,5,7,2,3,7,4,22,0.8571428571428571,1.5,Miami ,29,73,24,52,5,21,7,11,9,18,10,8,3,13,24,70,0.0958904109589041,0.7692307692307693,8,22,8,14,3,11,2,3,2,5,3,3,2,3,5,20,0.5,3.0,0.5263157894736842,0.5208333333333334,0.5555555555555556,0.696969696969697,0.37037037037037035,True,257
516,Miami ,25,40,10,32,9,4,3,4,19,86,0.4098360655737705,2.25,2015,10,18,8,16,2,4,8,11,3,6,2,2,2,1,3,30,0.6363636363636364,1.0,Washington ,28,69,18,40,10,29,14,19,9,23,17,2,1,6,23,80,0.2028985507246377,2.833333333333333,6,16,5,11,3,9,4,6,5,5,8,1,0,2,5,17,0.2857142857142857,4.0,0.4426229508196721,0.40816326530612246,0.5833333333333334,0.625,0.3125,True,258
517,Washington ,14,19,9,23,17,2,1,6,23,80,0.2028985507246377,2.833333333333333,2015,6,16,5,11,3,9,4,6,5,5,8,1,0,2,5,17,0.2857142857142857,4.0,Miami ,27,61,20,49,7,12,25,40,10,32,9,4,3,4,19,86,0.4098360655737705,2.25,10,18,8,16,2,4,8,11,3,6,2,2,2,1,3,30,0.6363636363636364,1.0,0.4057971014492754,0.45,0.3448275862068966,0.7368421052631579,0.391304347826087,False,258
518,Mississippi State ,10,13,11,17,11,5,9,10,23,56,0.1694915254237288,1.1,2015,5,17,2,9,3,11,2,3,4,6,2,3,4,4,5,15,0.1428571428571428,2.0,Duke ,24,46,20,35,4,11,12,27,8,27,16,5,7,16,16,64,0.2608695652173913,1.0,9,13,8,12,3,6,4,8,3,7,4,2,2,5,4,22,0.3636363636363636,1.3333333333333333,0.3050847457627119,0.2857142857142857,0.3225806451612903,0.7692307692307693,0.6470588235294118,False,259
519,Duke ,12,27,8,27,16,5,7,16,16,64,0.2608695652173913,1.0,2015,9,13,8,12,3,6,4,8,3,7,4,2,2,5,4,22,0.3636363636363636,1.3333333333333333,Mississippi State ,18,59,8,28,10,31,10,13,11,17,11,5,9,10,23,56,0.1694915254237288,1.1,5,17,2,9,3,11,2,3,4,6,2,3,4,4,5,15,0.1428571428571428,2.0,0.5217391304347826,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.2962962962962963,True,259
520,Montana ,3,5,10,18,11,7,3,17,17,43,0.0483870967741935,0.6470588235294118,2015,4,12,4,10,0,6,3,4,3,5,6,1,1,6,5,9,0.4285714285714285,1.0,Notre Dame ,33,53,31,45,2,8,9,17,6,30,20,10,5,14,12,77,0.1698113207547169,1.4285714285714286,9,14,9,12,2,4,3,4,1,4,7,2,3,3,1,18,0.5,3.5,0.3064516129032258,0.4146341463414634,0.09523809523809523,0.6,0.5555555555555556,False,260
521,Notre Dame ,9,17,6,30,20,10,5,14,12,77,0.1698113207547169,1.4285714285714286,2015,9,14,9,12,2,4,3,4,1,4,7,2,3,3,1,18,0.5,3.5,Montana ,19,62,17,41,2,21,3,5,10,18,11,7,3,17,17,43,0.0483870967741935,0.6470588235294118,4,12,4,10,0,6,3,4,3,5,6,1,1,6,5,9,0.4285714285714285,1.0,0.6226415094339622,0.6888888888888889,0.25,0.5294117647058824,0.2,True,260
522,Nebraska ,12,18,10,25,15,3,7,18,20,69,0.2068965517241379,0.8333333333333334,2015,7,15,6,9,5,13,3,5,3,8,4,1,2,6,5,18,0.4285714285714285,2.0,Syracuse ,28,69,22,48,6,21,10,21,15,23,14,10,4,8,18,72,0.144927536231884,1.75,8,26,8,19,3,9,5,8,6,5,5,2,2,2,5,24,0.6,5.0,0.43103448275862066,0.4864864864864865,0.3333333333333333,0.6666666666666666,0.4,False,261
523,Syracuse ,10,21,15,23,14,10,4,8,18,72,0.144927536231884,1.75,2015,8,26,8,19,3,9,5,8,6,5,5,2,2,2,5,24,0.6,5.0,Nebraska ,25,58,18,37,7,21,12,18,10,25,15,3,7,18,20,69,0.2068965517241379,0.8333333333333334,7,15,6,9,5,13,3,5,3,8,4,1,2,6,5,18,0.4285714285714285,2.0,0.4057971014492754,0.4583333333333333,0.2857142857142857,0.47619047619047616,0.6521739130434783,True,261
524,New Mexico State ,8,9,3,14,9,13,4,11,18,57,0.1379310344827586,0.8181818181818182,2015,6,11,6,11,3,8,3,4,1,6,3,4,2,3,4,15,0.2727272727272727,1.0,Maryland ,26,53,21,36,5,17,18,21,12,28,16,7,3,20,7,75,0.3396226415094339,0.8,7,10,7,10,2,5,8,9,6,6,5,2,1,6,3,22,0.8,1.0,0.3793103448275862,0.4594594594594595,0.23809523809523808,0.8888888888888888,0.21428571428571427,False,262
525,Maryland ,18,21,12,28,16,7,3,20,7,75,0.3396226415094339,0.8,2015,7,10,7,10,2,5,8,9,6,6,5,2,1,6,3,22,0.8,1.0,New Mexico State ,22,58,17,37,5,21,8,9,3,14,9,13,4,11,18,57,0.1379310344827586,0.8181818181818182,6,11,6,11,3,8,3,4,1,6,3,4,2,3,4,15,0.2727272727272727,1.0,0.49056603773584906,0.5833333333333334,0.29411764705882354,0.8571428571428571,0.42857142857142855,True,262
526,North Carolina ,15,20,10,22,9,8,4,9,22,65,0.2419354838709677,1.0,2015,5,15,4,11,2,5,6,6,6,7,5,3,3,3,5,15,0.75,5.0,South Carolina ,20,46,13,30,7,16,20,28,8,28,14,4,5,15,17,67,0.4347826086956521,0.9333333333333332,6,12,5,9,1,3,5,8,2,5,5,2,1,5,3,18,0.5,3.0,0.3709677419354839,0.3877551020408163,0.3076923076923077,0.75,0.45454545454545453,False,263
527,South Carolina ,20,28,8,28,14,4,5,15,17,67,0.4347826086956521,0.9333333333333332,2015,6,12,5,9,1,3,5,8,2,5,5,2,1,5,3,18,0.5,3.0,North Carolina ,23,62,19,49,4,13,15,20,10,22,9,8,4,9,22,65,0.2419354838709677,1.0,5,15,4,11,2,5,6,6,6,7,5,3,3,3,5,15,0.75,5.0,0.43478260869565216,0.43333333333333335,0.4375,0.7142857142857143,0.2857142857142857,True,263
528,Northwestern State ,2,2,4,15,12,2,1,8,11,36,0.0338983050847457,1.5,2015,4,15,3,6,2,11,0,0,2,4,4,1,1,1,3,10,0.0,4.0,Baylor ,30,61,28,54,2,7,15,20,14,36,23,5,8,5,5,77,0.2459016393442623,4.6,7,13,7,13,2,4,3,4,3,5,8,1,1,0,1,17,1.0,0.0,0.23728813559322035,0.3076923076923077,0.18181818181818182,1.0,0.26666666666666666,False,264
529,Baylor ,15,20,14,36,23,5,8,5,5,77,0.2459016393442623,4.6,2015,7,13,7,13,2,4,3,4,3,5,8,1,1,0,1,17,1.0,0.0,Northwestern State ,14,59,8,26,6,33,2,2,4,15,12,2,1,8,11,36,0.0338983050847457,1.5,4,15,3,6,2,11,0,0,2,4,4,1,1,1,3,10,0.0,4.0,0.4918032786885246,0.5185185185185185,0.2857142857142857,0.75,0.3888888888888889,True,264
530,Notre Dame ,8,8,15,22,11,5,4,17,9,53,0.1269841269841269,0.6470588235294118,2015,7,18,7,15,3,3,4,4,5,8,7,1,2,6,2,14,0.2222222222222222,1.4,Connecticut ,25,61,17,38,8,23,5,7,10,23,13,10,6,12,10,63,0.081967213114754,1.0833333333333333,6,15,4,10,3,8,2,3,3,12,7,4,4,4,3,15,0.2,2.333333333333333,0.3333333333333333,0.34615384615384615,0.2727272727272727,1.0,0.6818181818181818,False,265
531,Connecticut ,5,7,10,23,13,10,6,12,10,63,0.081967213114754,1.0833333333333333,2015,6,15,4,10,3,8,2,3,3,12,7,4,4,4,3,15,0.2,2.333333333333333,Notre Dame ,21,63,18,52,3,11,8,8,15,22,11,5,4,17,9,53,0.1269841269841269,0.6470588235294118,7,18,7,15,3,3,4,4,5,8,7,1,2,6,2,14,0.2222222222222222,1.4,0.4098360655737705,0.4473684210526316,0.34782608695652173,0.7142857142857143,0.43478260869565216,True,265
532,Ohio ,13,21,11,15,11,8,6,18,18,55,0.2549019607843137,0.6111111111111112,2015,6,13,6,13,2,7,5,9,1,4,3,3,2,5,5,17,0.4444444444444444,1.0,Arizona State ,25,45,17,29,8,16,16,25,7,21,19,13,6,17,19,74,0.3555555555555555,1.1176470588235294,6,11,5,8,5,9,6,7,3,4,6,3,1,4,4,23,1.0,2.0,0.37254901960784315,0.42857142857142855,0.25,0.6190476190476191,0.7333333333333333,False,266
533,Arizona State ,16,25,7,21,19,13,6,17,19,74,0.3555555555555555,1.1176470588235294,2015,6,11,5,8,5,9,6,7,3,4,6,3,1,4,4,23,1.0,2.0,Ohio ,19,51,15,35,4,16,13,21,11,15,11,8,6,18,18,55,0.2549019607843137,0.6111111111111112,6,13,6,13,2,7,5,9,1,4,3,3,2,5,5,17,0.4444444444444444,1.0,0.5555555555555556,0.5862068965517241,0.5,0.64,0.3333333333333333,True,266
534,Ohio State ,15,16,4,25,14,11,1,12,16,84,0.217391304347826,1.1666666666666667,2015,11,25,10,16,3,10,7,7,1,9,6,2,1,4,4,30,0.5,2.0,North Carolina ,34,73,26,56,8,17,10,16,12,30,19,6,4,16,19,86,0.136986301369863,1.1875,13,18,13,18,5,7,4,5,4,10,5,4,4,4,4,27,0.2666666666666666,2.5,0.463768115942029,0.5510204081632653,0.25,0.9375,0.16,False,267
535,North Carolina ,10,16,12,30,19,6,4,16,19,86,0.136986301369863,1.1875,2015,13,18,13,18,5,7,4,5,4,10,5,4,4,4,4,27,0.2666666666666666,2.5,Ohio State ,32,69,27,49,5,20,15,16,4,25,14,11,1,12,16,84,0.217391304347826,1.1666666666666667,11,25,10,16,3,10,7,7,1,9,6,2,1,4,4,30,0.5,2.0,0.4657534246575342,0.4642857142857143,0.47058823529411764,0.625,0.4,True,267
536,Oklahoma ,14,19,14,20,11,9,1,12,28,76,0.1944444444444444,0.9166666666666666,2015,9,18,9,16,2,6,4,8,7,4,5,4,1,4,5,22,0.3333333333333333,1.5,Stanford ,24,46,16,29,8,17,30,38,8,29,10,5,7,19,21,86,0.6521739130434783,0.5263157894736842,11,18,10,17,3,9,8,11,3,8,4,2,2,6,4,24,1.0,1.0,0.3888888888888889,0.4489795918367347,0.2608695652173913,0.7368421052631579,0.7,False,268
537,Stanford ,30,38,8,29,10,5,7,19,21,86,0.6521739130434783,0.5263157894736842,2015,11,18,10,17,3,9,8,11,3,8,4,2,2,6,4,24,1.0,1.0,Oklahoma ,28,72,22,49,6,23,14,19,14,20,11,9,1,12,28,76,0.1944444444444444,0.9166666666666666,9,18,9,16,2,6,4,8,7,4,5,4,1,4,5,22,0.3333333333333333,1.5,0.5217391304347826,0.5517241379310345,0.47058823529411764,0.7894736842105263,0.27586206896551724,True,268
538,Oklahoma State ,13,14,10,31,10,3,2,14,11,67,0.2096774193548387,0.7142857142857143,2015,8,16,4,11,5,8,5,6,4,11,4,1,2,4,3,23,0.4545454545454545,3.0,Florida Gulf Coast ,28,62,17,30,11,32,8,14,5,26,13,6,2,7,14,75,0.1290322580645161,1.8571428571428568,10,20,8,12,3,12,4,7,2,10,4,2,2,4,4,26,1.0,4.0,0.3709677419354839,0.3191489361702128,0.5333333333333333,0.9285714285714286,0.3225806451612903,False,269
539,Florida Gulf Coast ,8,14,5,26,13,6,2,7,14,75,0.1290322580645161,1.8571428571428568,2015,10,20,8,12,3,12,4,7,2,10,4,2,2,4,4,26,1.0,4.0,Oklahoma State ,23,62,15,47,8,15,13,14,10,31,10,3,2,14,11,67,0.2096774193548387,0.7142857142857143,8,16,4,11,5,8,5,6,4,11,4,1,2,4,3,23,0.4545454545454545,3.0,0.45161290322580644,0.5666666666666667,0.34375,0.5714285714285714,0.19230769230769232,True,269
540,Pittsburgh ,12,15,4,30,12,5,6,14,11,51,0.2790697674418604,0.8571428571428571,2015,5,12,5,10,1,2,6,7,3,10,4,1,3,3,3,16,0.5,1.5,Chattanooga ,17,65,13,42,4,23,2,3,13,18,6,4,3,8,11,40,0.0307692307692307,0.75,5,14,5,13,1,9,2,2,6,6,2,2,3,2,5,10,0.4,2.0,0.4418604651162791,0.5294117647058824,0.1111111111111111,0.8,0.13333333333333333,True,270
541,Chattanooga ,2,3,13,18,6,4,3,8,11,40,0.0307692307692307,0.75,2015,5,14,5,13,1,9,2,2,6,6,2,2,3,2,5,10,0.4,2.0,Pittsburgh ,19,43,18,34,1,9,12,15,4,30,12,5,6,14,11,51,0.2790697674418604,0.8571428571428571,5,12,5,10,1,2,6,7,3,10,4,1,3,3,3,16,0.5,1.5,0.26153846153846155,0.30952380952380953,0.17391304347826086,0.6666666666666666,0.7222222222222222,False,270
542,Pittsburgh ,13,19,9,18,8,8,6,11,19,67,0.2241379310344827,0.7272727272727273,2015,11,24,10,21,1,5,9,13,3,6,4,3,5,6,5,32,0.375,0.3333333333333333,Tennessee ,27,67,22,54,5,13,18,24,16,25,17,5,3,13,13,77,0.2686567164179104,1.3076923076923077,8,17,8,17,2,6,6,8,10,10,4,2,1,3,4,21,0.5,2.0,0.43103448275862066,0.4666666666666667,0.3076923076923077,0.6842105263157895,0.5,False,271
543,Tennessee ,18,24,16,25,17,5,3,13,13,77,0.2686567164179104,1.3076923076923077,2015,8,17,8,17,2,6,6,8,10,10,4,2,1,3,4,21,0.5,2.0,Pittsburgh ,25,58,21,45,4,13,13,19,9,18,8,8,6,11,19,67,0.2241379310344827,0.7272727272727273,11,24,10,21,1,5,9,13,3,6,4,3,5,6,5,32,0.375,0.3333333333333333,0.40298507462686567,0.4074074074074074,0.38461538461538464,0.75,0.64,True,271
544,Princeton ,8,10,10,16,11,9,2,8,13,70,0.1269841269841269,1.375,2015,10,18,8,11,2,7,4,4,3,5,6,3,1,3,4,26,1.0,3.0,Maryland ,31,58,19,38,12,20,11,15,10,24,14,2,2,12,11,85,0.1896551724137931,1.1666666666666667,9,16,4,11,6,11,4,7,6,5,7,1,1,6,3,27,0.6666666666666666,2.333333333333333,0.4603174603174603,0.5434782608695652,0.23529411764705882,0.8,0.625,False,272
545,Maryland ,11,15,10,24,14,2,2,12,11,85,0.1896551724137931,1.1666666666666667,2015,9,16,4,11,6,11,4,7,6,5,7,1,1,6,3,27,0.6666666666666666,2.333333333333333,Princeton ,29,63,25,46,4,17,8,10,10,16,11,9,2,8,13,70,0.1269841269841269,1.375,10,18,8,11,2,7,4,4,3,5,6,3,1,3,4,26,1.0,3.0,0.5344827586206896,0.5,0.6,0.7333333333333333,0.4166666666666667,True,272
546,Quinnipiac ,26,33,10,17,11,7,1,11,21,84,0.3939393939393939,1.0,2015,8,14,4,8,4,7,5,6,4,5,6,2,1,3,4,24,1.0,6.0,Oklahoma ,40,72,27,43,13,29,18,24,14,29,27,5,2,13,25,111,0.25,2.076923076923077,6,9,6,8,4,6,2,2,3,6,5,2,1,3,4,16,0.2857142857142857,3.0,0.3484848484848485,0.2972972972972973,0.41379310344827586,0.7878787878787878,0.5882352941176471,False,273
547,Oklahoma ,18,24,14,29,27,5,2,13,25,111,0.25,2.076923076923077,2015,6,9,6,8,4,6,2,2,3,6,5,2,1,3,4,16,0.2857142857142857,3.0,Quinnipiac ,23,66,11,37,12,29,26,33,10,17,11,7,1,11,21,84,0.3939393939393939,1.0,8,14,4,8,4,7,5,6,4,5,6,2,1,3,4,24,1.0,6.0,0.5555555555555556,0.627906976744186,0.4482758620689655,0.75,0.4827586206896552,True,273
548,Rutgers ,4,6,11,16,7,5,2,14,17,55,0.0547945205479452,0.5,2015,8,20,8,20,1,5,3,3,6,3,2,1,0,6,4,16,0.25,1.0,Connecticut ,32,66,21,42,11,24,16,22,14,32,23,9,5,16,10,91,0.2424242424242424,1.4375,8,16,7,10,5,12,4,6,1,6,7,3,2,3,2,23,0.6,2.5,0.3424657534246575,0.375,0.1111111111111111,0.6666666666666666,0.6875,False,274
549,Connecticut ,16,22,14,32,23,9,5,16,10,91,0.2424242424242424,1.4375,2015,8,16,7,10,5,12,4,6,1,6,7,3,2,3,2,23,0.6,2.5,Rutgers ,25,73,24,64,1,9,4,6,11,16,7,5,2,14,17,55,0.0547945205479452,0.5,8,20,8,20,1,5,3,3,6,3,2,1,0,6,4,16,0.25,1.0,0.48484848484848486,0.5,0.4583333333333333,0.7272727272727273,0.4375,True,274
550,Seton Hall ,12,23,13,16,15,8,3,14,24,66,0.1875,1.0714285714285714,2015,6,20,3,10,4,11,5,7,3,4,8,3,1,4,5,18,1.0,2.0,Rutgers ,26,55,19,42,7,13,20,29,11,29,15,6,4,19,23,79,0.3636363636363636,0.7894736842105263,7,17,7,14,4,6,7,11,5,7,4,2,1,4,4,21,0.5833333333333334,1.0,0.359375,0.36585365853658536,0.34782608695652173,0.5217391304347826,0.8125,False,275
551,Rutgers ,20,29,11,29,15,6,4,19,23,79,0.3636363636363636,0.7894736842105263,2015,7,17,7,14,4,6,7,11,5,7,4,2,1,4,4,21,0.5833333333333334,1.0,Seton Hall ,23,64,15,41,8,23,12,23,13,16,15,8,3,14,24,66,0.1875,1.0714285714285714,6,20,3,10,4,11,5,7,3,4,8,3,1,4,5,18,1.0,2.0,0.4727272727272727,0.4523809523809524,0.5384615384615384,0.6896551724137931,0.3793103448275862,True,275
552,South Carolina ,7,16,13,27,13,7,6,12,13,65,0.1076923076923077,1.0833333333333333,2015,5,11,5,11,1,4,0,2,9,5,2,2,0,1,3,11,0.0,2.0,Notre Dame ,26,64,24,59,2,5,12,14,10,24,16,7,6,10,17,66,0.1875,1.6,9,24,8,23,1,2,5,7,3,5,5,3,3,3,5,22,0.4,5.0,0.4307692307692308,0.49056603773584906,0.16666666666666666,0.4375,0.48148148148148145,False,276
553,Notre Dame ,12,14,10,24,16,7,6,10,17,66,0.1875,1.6,2015,9,24,8,23,1,2,5,7,3,5,5,3,3,3,5,22,0.4,5.0,South Carolina ,28,65,26,53,2,12,7,16,13,27,13,7,6,12,13,65,0.1076923076923077,1.0833333333333333,5,11,5,11,1,4,0,2,9,5,2,2,0,1,3,11,0.0,2.0,0.40625,0.4067796610169492,0.4,0.8571428571428571,0.4166666666666667,True,276
554,South Dakota State ,6,11,7,23,11,6,3,11,22,62,0.1,1.0,2015,6,13,6,10,1,4,3,4,1,5,4,1,0,2,5,14,0.2307692307692307,2.0,Oregon State ,24,54,17,35,7,19,19,26,7,30,16,9,9,12,15,74,0.3518518518518518,1.3333333333333333,8,13,8,11,5,9,7,7,3,11,4,3,4,3,4,23,1.0,2.0,0.43333333333333335,0.5238095238095238,0.2222222222222222,0.5454545454545454,0.30434782608695654,False,277
555,Oregon State ,19,26,7,30,16,9,9,12,15,74,0.3518518518518518,1.3333333333333333,2015,8,13,8,11,5,9,7,7,3,11,4,3,4,3,4,23,1.0,2.0,South Dakota State ,26,60,22,42,4,18,6,11,7,23,11,6,3,11,22,62,0.1,1.0,6,13,6,10,1,4,3,4,1,5,4,1,0,2,5,14,0.2307692307692307,2.0,0.4444444444444444,0.4857142857142857,0.3684210526315789,0.7307692307692307,0.23333333333333334,True,277
556,South Florida ,11,13,4,21,9,5,8,15,15,52,0.2291666666666666,0.6,2015,8,20,5,13,3,7,6,6,2,7,2,1,4,4,4,25,0.75,0.5,Louisville ,22,66,18,55,4,11,12,14,16,20,13,8,7,11,17,60,0.1818181818181818,1.181818181818182,6,15,6,14,2,5,4,4,3,5,5,2,5,2,4,13,0.375,2.5,0.3541666666666667,0.3225806451612903,0.4117647058823529,0.8461538461538461,0.19047619047619047,False,278
557,Louisville ,12,14,16,20,13,8,7,11,17,60,0.1818181818181818,1.181818181818182,2015,6,15,6,14,2,5,4,4,3,5,5,2,5,2,4,13,0.375,2.5,South Florida ,17,48,10,31,7,17,11,13,4,21,9,5,8,15,15,52,0.2291666666666666,0.6,8,20,5,13,3,7,6,6,2,7,2,1,4,4,4,25,0.75,0.5,0.3333333333333333,0.32727272727272727,0.36363636363636365,0.8571428571428571,0.8,True,278
558,St. Francis ,0,0,8,9,7,6,1,12,12,33,0.0,0.5833333333333334,2015,5,15,2,10,3,9,0,0,2,3,2,3,1,3,3,13,0.0,1.0,Connecticut ,40,57,35,44,5,13,4,8,10,32,26,6,9,13,8,89,0.0701754385964912,2.0,12,13,12,13,4,6,2,2,2,9,8,1,2,3,1,26,0.1538461538461538,4.0,0.21666666666666667,0.1875,0.25,0.0,0.8888888888888888,False,279
559,Connecticut ,4,8,10,32,26,6,9,13,8,89,0.0701754385964912,2.0,2015,12,13,12,13,4,6,2,2,2,9,8,1,2,3,1,26,0.1538461538461538,4.0,St. Francis ,13,60,6,32,7,28,0,0,8,9,7,6,1,12,12,33,0.0,0.5833333333333334,5,15,2,10,3,9,0,0,2,3,2,3,1,3,3,13,0.0,1.0,0.7017543859649122,0.7954545454545454,0.38461538461538464,0.5,0.3125,True,279
